spot,nuclei_count
spot_237,4
spot_238,4
spot_239,7
spot_24,4
spot_240,8
spot_241,8
spot_242,7
spot_244,4
spot_245,9
spot_246,2
spot_247,2
spot_248,8
spot_249,6
spot_25,6
spot_250,4
spot_251,3
spot_252,6
spot_253,6
spot_254,2
spot_255,2
spot_256,5
spot_257,6
spot_258,4
spot_259,6
spot_260,5
spot_261,9
spot_262,3
spot_263,5
spot_264,2
spot_265,4
spot_266,7
spot_267,9
spot_269,6
spot_27,6
spot_270,5
spot_271,9
spot_272,7
spot_273,1
spot_274,6
spot_275,3
spot_276,3
spot_277,8
spot_278,7
spot_279,3
spot_28,2
spot_280,3
spot_281,4
spot_282,8
spot_283,8
spot_284,5
spot_285,7
spot_286,5
spot_287,5
spot_288,5
spot_289,7
spot_29,8
spot_290,4
spot_291,9
spot_292,4
spot_293,7
spot_294,2
spot_295,5
spot_296,1
spot_297,5
spot_298,5
spot_299,3
spot_3,8
spot_30,8
spot_300,5
spot_301,3
spot_302,9
spot_303,4
spot_304,8
spot_305,6
spot_306,7
spot_307,6
spot_308,6
spot_309,11
spot_31,2
spot_310,5
spot_311,6
spot_312,4
spot_313,8
spot_314,8
spot_315,4
spot_316,6
spot_317,2
spot_318,4
spot_319,3
spot_32,3
spot_320,10
spot_321,6
spot_322,5
spot_323,5
spot_324,6
spot_325,4
spot_326,4
spot_327,5
spot_328,2
spot_329,4
spot_33,7
spot_330,8
spot_331,4
spot_332,5
spot_333,3
spot_334,8
spot_335,8
spot_336,5
spot_337,6
spot_338,5
spot_339,7
spot_34,3
spot_340,3
spot_341,3
spot_342,4
spot_343,1
spot_344,5
spot_345,7
spot_346,6
spot_347,6
spot_348,6
spot_349,3
spot_35,5
spot_350,5
spot_351,4
spot_352,4
spot_353,2
spot_354,3
spot_355,4
spot_356,9
spot_357,3
spot_358,1
spot_359,3
spot_36,3
spot_360,4
spot_361,7
spot_362,1
spot_363,6
spot_364,4
spot_365,4
spot_366,3
spot_367,2
spot_368,9
spot_369,7
spot_37,6
spot_370,8
spot_371,7
spot_372,8
spot_373,9
spot_374,5
spot_375,6
spot_376,4
spot_377,2
spot_378,7
spot_379,4
spot_38,7
spot_380,4
spot_381,5
spot_382,6
spot_383,5
spot_384,5
spot_385,6
spot_386,4
spot_387,4
spot_388,4
spot_389,6
spot_39,9
spot_390,8
spot_391,6
spot_392,4
spot_393,5
spot_394,5
spot_395,4
spot_396,7
spot_397,4
spot_398,8
spot_399,7
spot_4,3
spot_40,5
spot_400,2
spot_401,4
spot_402,8
spot_403,5
spot_404,4
spot_405,6
spot_406,6
spot_407,6
spot_408,5
spot_409,2
spot_41,6
spot_410,9
spot_411,7
spot_412,3
spot_413,3
spot_414,7
spot_415,6
spot_416,6
spot_417,5
spot_418,6
spot_42,4
spot_420,11
spot_421,3
spot_422,4
spot_423,7
spot_424,8
spot_425,11
spot_426,7
spot_427,5
spot_428,5
spot_429,9
spot_43,4
spot_430,6
spot_431,4
spot_432,6
spot_433,4
spot_434,3
spot_435,3
spot_436,4
spot_437,7
spot_438,7
spot_439,3
spot_44,5
spot_440,7
spot_441,8
spot_442,3
spot_443,9
spot_444,7
spot_445,3
spot_446,10
spot_447,8
spot_448,1
spot_449,5
spot_45,10
spot_450,4
spot_451,4
spot_452,8
spot_453,7
spot_454,3
spot_455,4
spot_456,3
spot_457,9
spot_458,9
spot_459,5
spot_46,6
spot_460,5
spot_461,5
spot_462,3
spot_463,3
spot_464,6
spot_465,4
spot_466,5
spot_467,6
spot_468,7
spot_469,7
spot_47,5
spot_470,5
spot_471,5
spot_472,8
spot_473,4
spot_474,5
spot_475,7
spot_476,4
spot_477,1
spot_478,4
spot_479,4
spot_48,3
spot_480,2
spot_481,4
spot_482,4
spot_483,12
spot_484,6
spot_485,4
spot_486,2
spot_487,5
spot_488,1
spot_489,2
spot_49,6
spot_490,4
spot_491,6
spot_492,3
spot_493,2
spot_494,3
spot_495,6
spot_496,7
spot_497,3
spot_498,3
spot_499,6
spot_5,7
spot_50,9
spot_500,9
spot_501,10
spot_502,6
spot_503,4
spot_504,4
spot_505,6
spot_506,3
spot_507,5
spot_508,8
spot_509,4
spot_51,5
spot_510,5
spot_511,5
spot_512,8
spot_514,4
spot_515,4
spot_516,6
spot_517,8
spot_518,5
spot_519,9
spot_52,6
spot_520,3
spot_521,4
spot_522,5
spot_523,6
spot_524,7
spot_525,4
spot_526,6
spot_527,3
spot_528,6
spot_529,10
spot_53,6
spot_530,9
spot_531,1
spot_532,4
spot_533,6
spot_534,3
spot_535,7
spot_536,7
spot_537,3
spot_538,4
spot_539,5
spot_54,1
spot_540,6
spot_541,3
spot_542,7
spot_543,10
spot_544,6
spot_545,8
spot_546,3
spot_547,5
spot_548,3
spot_549,7
spot_550,4
spot_551,7
spot_552,6
spot_553,4
spot_554,6
spot_555,5
spot_556,4
spot_557,6
spot_558,2
spot_559,6
spot_56,10
spot_560,6
spot_561,8
spot_562,3
spot_563,5
spot_564,4
spot_565,7
spot_566,5
spot_567,5
spot_568,8
spot_569,7
spot_57,8
spot_570,4
spot_571,7
spot_572,6
spot_573,1
spot_574,5
spot_575,3
spot_576,4
spot_577,6
spot_578,11
spot_579,4
spot_58,11
spot_580,4
spot_581,2
spot_582,6
spot_583,4
spot_584,6
spot_585,6
spot_586,5
spot_587,6
spot_588,3
spot_589,1
spot_59,8
spot_590,2
spot_591,6
spot_592,3
spot_593,5
spot_594,7
spot_595,4
spot_596,3
spot_597,4
spot_598,1
spot_599,3
spot_6,3
spot_60,2
spot_600,5
spot_601,2
spot_602,10
spot_603,7
spot_604,9
spot_605,2
spot_606,2
spot_607,6
spot_608,6
spot_609,6
spot_61,5
spot_610,7
spot_612,6
spot_613,5
spot_614,4
spot_615,3
spot_616,4
spot_617,4
spot_618,5
spot_619,6
spot_62,7
spot_620,4
spot_621,3
spot_622,3
spot_623,5
spot_624,7
spot_625,2
spot_626,6
spot_627,2
spot_628,5
spot_629,2
spot_63,12
spot_630,7
spot_631,3
spot_632,6
spot_633,9
spot_634,6
spot_635,5
spot_636,4
spot_637,4
spot_638,3
spot_639,4
spot_64,7
spot_640,4
spot_641,6
spot_642,5
spot_643,5
spot_644,4
spot_645,7
spot_646,4
spot_647,3
spot_648,2
spot_649,7
spot_65,6
spot_650,8
spot_651,6
spot_652,4
spot_653,3
spot_654,5
spot_655,5
spot_656,8
spot_657,3
spot_658,7
spot_659,9
spot_66,8
spot_660,2
spot_661,8
spot_662,8
spot_663,2
spot_664,7
spot_665,3
spot_666,5
spot_667,11
spot_668,5
spot_669,6
spot_67,6
spot_670,5
spot_671,7
spot_672,1
spot_673,6
spot_674,7
spot_675,7
spot_676,4
spot_677,5
spot_678,5
spot_679,7
spot_68,3
spot_680,5
spot_681,4
spot_682,8
spot_683,3
spot_684,4
spot_685,3
spot_686,8
spot_687,5
spot_688,4
spot_689,5
spot_69,6
spot_690,4
spot_691,3
spot_692,7
spot_693,5
spot_694,2
spot_695,4
spot_696,3
spot_697,4
spot_698,6
spot_699,2
spot_7,7
spot_70,11
spot_700,9
spot_701,4
spot_702,8
spot_703,3
spot_704,6
spot_705,3
spot_706,7
spot_707,4
spot_708,5
spot_709,5
spot_71,9
spot_710,3
spot_711,2
spot_712,2
spot_713,3
spot_714,3
spot_715,6
spot_716,3
spot_717,3
spot_718,4
spot_719,4
spot_72,6
spot_720,3
spot_721,5
spot_722,3
spot_723,6
spot_724,8
spot_725,8
spot_726,5
spot_727,6
spot_728,2
spot_729,5
spot_73,5
spot_730,5
spot_731,9
spot_732,7
spot_733,1
spot_734,8
spot_735,4
spot_736,3
spot_737,5
spot_738,6
spot_739,6
spot_74,4
spot_740,6
spot_741,6
spot_742,10
spot_743,4
spot_744,5
spot_745,3
spot_746,7
spot_747,7
spot_748,3
spot_749,9
spot_75,11
spot_750,3
spot_751,2
spot_752,3
spot_753,4
spot_754,5
spot_755,3
spot_756,5
spot_757,4
spot_758,4
spot_759,11
spot_76,1
spot_760,8
spot_761,2
spot_762,9
spot_763,3
spot_764,4
spot_765,5
spot_766,3
spot_767,4
spot_768,9
spot_769,5
spot_77,5
spot_770,11
spot_771,2
spot_772,8
spot_773,6
spot_774,5
spot_775,10
spot_776,5
spot_777,4
spot_778,7
spot_78,4
spot_780,4
spot_781,6
spot_782,3
spot_783,3
spot_784,4
spot_785,3
spot_786,4
spot_787,5
spot_788,5
spot_789,2
spot_79,3
spot_790,4
spot_791,3
spot_792,3
spot_793,3
spot_794,3
spot_795,6
spot_796,4
spot_797,5
spot_798,6
spot_799,5
spot_8,4
spot_80,6
spot_800,6
spot_801,4
spot_802,5
spot_803,3
spot_804,5
spot_805,8
spot_806,8
spot_807,4
spot_808,7
spot_809,2
spot_81,4
spot_810,4
spot_811,5
spot_812,6
spot_813,2
spot_814,11
spot_815,2
spot_816,6
spot_817,8
spot_818,3
spot_819,5
spot_82,5
spot_820,7
spot_821,3
spot_822,7
spot_823,5
spot_824,4
spot_825,7
spot_826,5
spot_827,6
spot_828,3
spot_829,6
spot_83,6
spot_830,4
spot_831,6
spot_832,8
spot_833,10
spot_835,1
spot_836,4
spot_837,7
spot_838,6
spot_839,10
spot_84,6
spot_840,5
spot_841,6
spot_842,1
spot_843,6
spot_844,6
spot_845,7
spot_846,1
spot_847,8
spot_848,6
spot_849,8
spot_85,5
spot_850,7
spot_851,6
spot_852,3
spot_853,4
spot_854,4
spot_855,5
spot_856,7
spot_857,3
spot_858,12
spot_859,8
spot_86,4
spot_860,9
spot_861,7
spot_862,6
spot_863,3
spot_864,4
spot_865,4
spot_866,6
spot_867,2
spot_868,6
spot_869,8
spot_87,8
spot_870,11
spot_871,8
spot_872,6
spot_873,6
spot_874,3
spot_875,7
spot_876,8
spot_877,7
spot_878,3
spot_879,9
spot_88,4
spot_880,1
spot_881,6
spot_882,3
spot_883,5
spot_884,4
spot_885,2
spot_886,3
spot_887,7
spot_888,4
spot_889,7
spot_89,4
spot_890,4
spot_891,7
spot_892,10
spot_893,4
spot_894,6
spot_895,5
spot_896,7
spot_897,3
spot_898,7
spot_899,7
spot_9,7
spot_90,2
spot_900,6
spot_901,5
spot_902,5
spot_903,1
spot_904,2
spot_905,8
spot_906,7
spot_907,8
spot_908,5
spot_909,7
spot_91,1
spot_910,4
spot_911,8
spot_912,6
spot_913,8
spot_914,10
spot_915,3
spot_916,7
spot_917,5
spot_918,4
spot_919,8
spot_92,4
spot_920,5
spot_921,4
spot_922,8
spot_923,6
spot_924,11
spot_925,5
spot_926,5
spot_927,6
spot_928,3
spot_929,3
spot_93,3
spot_930,9
spot_931,9
spot_932,7
spot_933,3
spot_934,6
spot_935,6
spot_936,1
spot_937,9
spot_938,3
spot_939,3
spot_94,8
spot_940,2
spot_941,7
spot_942,3
spot_943,3
spot_944,3
spot_945,5
spot_946,2
spot_947,8
spot_948,6
spot_949,5
spot_95,3
spot_950,1
spot_951,2
spot_952,4
spot_953,8
spot_954,3
spot_955,4
spot_956,5
spot_957,9
spot_958,2
spot_959,5
spot_96,2
spot_960,4
spot_961,3
spot_97,7
spot_98,7
spot_99,7
