spot,nuclei_count
spot_427,4
spot_428,2
spot_429,3
spot_43,2
spot_430,2
spot_431,7
spot_432,3
spot_433,6
spot_434,3
spot_435,5
spot_436,3
spot_437,5
spot_438,8
spot_439,2
spot_44,3
spot_440,4
spot_441,7
spot_442,7
spot_443,6
spot_444,6
spot_445,5
spot_446,5
spot_447,4
spot_448,2
spot_449,5
spot_45,4
spot_450,7
spot_451,4
spot_452,6
spot_453,5
spot_454,5
spot_455,5
spot_456,10
spot_457,6
spot_458,8
spot_459,1
spot_46,3
spot_460,4
spot_461,7
spot_462,10
spot_463,4
spot_464,6
spot_465,5
spot_466,4
spot_467,6
spot_468,8
spot_469,2
spot_47,6
spot_470,5
spot_471,3
spot_472,5
spot_473,6
spot_474,6
spot_475,7
spot_476,4
spot_477,9
spot_478,4
spot_479,5
spot_48,5
spot_480,6
spot_481,5
spot_482,6
spot_483,6
spot_484,4
spot_485,7
spot_486,4
spot_487,6
spot_488,4
spot_489,7
spot_49,3
spot_490,4
spot_491,7
spot_492,3
spot_493,6
spot_494,4
spot_495,8
spot_496,6
spot_497,6
spot_498,6
spot_499,9
spot_5,9
spot_50,3
spot_500,6
spot_501,3
spot_502,2
spot_503,8
spot_504,5
spot_505,5
spot_506,4
spot_507,5
spot_508,3
spot_509,6
spot_51,5
spot_510,3
spot_511,3
spot_512,3
spot_513,7
spot_514,4
spot_515,6
spot_516,6
spot_517,2
spot_518,5
spot_519,3
spot_52,6
spot_520,7
spot_521,6
spot_522,6
spot_523,5
spot_524,3
spot_525,3
spot_526,4
spot_527,5
spot_528,6
spot_529,5
spot_53,3
spot_530,3
spot_531,6
spot_532,2
spot_533,3
spot_534,6
spot_535,6
spot_536,3
spot_537,7
spot_538,5
spot_539,7
spot_54,7
spot_540,5
spot_541,5
spot_542,5
spot_543,6
spot_544,6
spot_545,5
spot_546,7
spot_547,4
spot_548,2
spot_549,2
spot_55,2
spot_550,4
spot_551,6
spot_552,3
spot_553,7
spot_554,7
spot_555,6
spot_556,1
spot_557,1
spot_558,3
spot_559,4
spot_56,6
spot_560,4
spot_561,8
spot_562,3
spot_563,1
spot_564,1
spot_565,8
spot_566,8
spot_567,8
spot_568,5
spot_569,6
spot_57,4
spot_570,7
spot_571,5
spot_572,2
spot_573,9
spot_574,3
spot_575,4
spot_576,4
spot_577,4
spot_578,7
spot_579,4
spot_58,14
spot_580,5
spot_581,9
spot_582,4
spot_583,4
spot_584,5
spot_585,8
spot_586,2
spot_587,4
spot_588,6
spot_589,5
spot_59,8
spot_590,7
spot_591,6
spot_592,6
spot_593,5
spot_594,7
spot_595,4
spot_596,5
spot_597,6
spot_598,7
spot_599,3
spot_6,6
spot_60,4
spot_600,7
spot_601,7
spot_602,7
spot_603,3
spot_604,4
spot_605,7
spot_606,5
spot_607,5
spot_608,6
spot_609,4
spot_61,4
spot_610,6
spot_611,3
spot_612,7
spot_613,5
spot_614,4
spot_615,8
spot_616,6
spot_617,7
spot_618,6
spot_619,10
spot_62,5
spot_620,6
spot_621,5
spot_622,7
spot_623,12
spot_624,3
spot_625,4
spot_626,4
spot_627,7
spot_628,4
spot_629,11
spot_63,8
spot_630,6
spot_631,1
spot_632,4
spot_633,5
spot_634,5
spot_635,3
spot_636,5
spot_637,2
spot_638,5
spot_639,1
spot_64,11
spot_640,2
spot_641,2
spot_642,5
spot_643,4
spot_644,7
spot_645,6
spot_646,6
spot_647,3
spot_648,3
spot_649,3
spot_65,3
spot_650,3
spot_651,8
spot_652,2
spot_653,4
spot_654,10
spot_655,6
spot_656,5
spot_657,2
spot_658,5
spot_659,7
spot_66,4
spot_660,6
spot_661,10
spot_662,8
spot_663,5
spot_664,8
spot_665,2
spot_666,5
spot_667,6
spot_668,2
spot_669,4
spot_67,6
spot_670,4
spot_671,4
spot_672,6
spot_673,3
spot_674,7
spot_675,7
spot_676,4
spot_677,5
spot_678,6
spot_679,3
spot_68,7
spot_680,10
spot_681,3
spot_682,5
spot_683,6
spot_684,2
spot_685,8
spot_686,3
spot_687,5
spot_688,5
spot_689,7
spot_69,4
spot_690,3
spot_691,2
spot_692,5
spot_693,4
spot_694,7
spot_695,4
spot_696,7
spot_697,9
spot_698,7
spot_699,11
spot_7,6
spot_70,6
spot_700,6
spot_701,8
spot_702,5
spot_703,3
spot_704,7
spot_705,4
spot_706,7
spot_707,6
spot_708,4
spot_709,3
spot_71,6
spot_710,4
spot_711,10
spot_712,4
spot_713,5
spot_714,6
spot_715,4
spot_716,5
spot_717,2
spot_718,5
spot_719,2
spot_72,5
spot_720,8
spot_721,9
spot_722,4
spot_723,2
spot_724,6
spot_725,8
spot_726,2
spot_727,4
spot_728,2
spot_729,7
spot_73,7
spot_730,4
spot_731,5
spot_732,9
spot_733,5
spot_734,3
spot_735,7
spot_736,8
spot_737,7
spot_738,3
spot_739,8
spot_74,7
spot_740,2
spot_741,7
spot_742,2
spot_743,4
spot_744,3
spot_745,4
spot_746,5
spot_747,6
spot_748,4
spot_749,9
spot_75,2
spot_750,2
spot_751,4
spot_752,1
spot_753,5
spot_754,5
spot_755,4
spot_756,4
spot_757,7
spot_758,2
spot_759,6
spot_76,5
spot_760,7
spot_761,5
spot_762,7
spot_763,4
spot_764,8
spot_765,3
spot_766,2
spot_767,5
spot_768,5
spot_769,5
spot_77,4
spot_770,1
spot_771,6
spot_772,1
spot_773,5
spot_774,6
spot_775,9
spot_776,6
spot_777,10
spot_778,3
spot_779,5
spot_78,6
spot_780,8
spot_781,7
spot_782,8
spot_783,8
spot_784,5
spot_785,4
spot_786,1
spot_787,4
spot_788,8
spot_789,6
spot_79,5
spot_790,7
spot_791,8
spot_792,8
spot_793,2
spot_794,9
spot_795,4
spot_796,6
spot_797,8
spot_798,7
spot_799,6
spot_8,5
spot_80,2
spot_800,5
spot_801,6
spot_802,6
spot_803,3
spot_804,9
spot_805,5
spot_806,6
spot_807,6
spot_808,5
spot_809,6
spot_81,5
spot_810,2
spot_811,4
spot_812,9
spot_813,5
spot_814,1
spot_815,4
spot_816,6
spot_817,1
spot_818,7
spot_819,3
spot_82,7
spot_820,5
spot_821,3
spot_822,5
spot_823,11
spot_824,2
spot_825,6
spot_826,5
spot_827,10
spot_828,6
spot_829,5
spot_83,8
spot_830,9
spot_831,3
spot_832,7
spot_833,6
spot_834,6
spot_836,7
spot_837,4
spot_838,6
spot_839,1
spot_84,9
spot_840,4
spot_841,8
spot_842,8
spot_843,4
spot_844,5
spot_845,6
spot_846,4
spot_847,5
spot_848,8
spot_849,4
spot_85,9
spot_850,5
spot_851,6
spot_852,4
spot_853,6
spot_854,10
spot_855,7
spot_856,9
spot_857,8
spot_858,4
spot_859,5
spot_86,4
spot_860,6
spot_861,4
spot_862,6
spot_863,2
spot_864,7
spot_865,10
spot_866,6
spot_867,3
spot_868,7
spot_869,5
spot_87,6
spot_870,4
spot_871,6
spot_872,6
spot_873,4
spot_874,9
spot_875,6
spot_876,2
spot_877,7
spot_878,5
spot_879,8
spot_88,8
spot_880,4
spot_881,5
spot_882,4
spot_883,3
spot_884,8
spot_885,3
spot_886,7
spot_887,5
spot_888,7
spot_889,4
spot_89,4
spot_890,7
spot_891,4
spot_892,2
spot_893,7
spot_894,4
spot_895,4
spot_896,7
spot_897,5
spot_898,7
spot_899,6
spot_9,5
spot_90,4
spot_900,6
spot_901,6
spot_902,5
spot_903,3
spot_904,8
spot_905,4
spot_906,4
spot_907,4
spot_908,2
spot_909,4
spot_91,10
spot_910,3
spot_911,7
spot_912,4
spot_913,2
spot_914,5
spot_915,4
spot_916,6
spot_917,3
spot_918,5
spot_919,3
spot_92,4
spot_920,8
spot_921,7
spot_922,3
spot_923,3
spot_924,8
spot_925,2
spot_926,5
spot_927,6
spot_928,6
spot_929,4
spot_93,8
spot_930,7
spot_931,5
spot_932,11
spot_933,8
spot_934,6
spot_935,4
spot_936,8
spot_937,2
spot_938,5
spot_939,5
spot_94,2
spot_940,7
spot_941,4
spot_942,6
spot_943,5
spot_944,2
spot_945,9
spot_946,8
spot_947,4
spot_948,8
spot_949,7
spot_95,6
spot_950,3
spot_951,2
spot_952,5
spot_953,6
spot_954,6
spot_955,5
spot_956,2
spot_957,4
spot_958,6
spot_959,4
spot_96,7
spot_960,5
spot_961,5
spot_97,5
spot_98,7
spot_99,5
