,B cells,CD8+ T cells,Endothelial,Epithelial,Macrophages,Mixed Immune,Myofibroblasts,Proliferating T,Stromal,Vascular Stromal,n_cells,spot_x,spot_y
spot_461,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,6,,
spot_462,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,5,,
spot_463,0.0,0.3333333333333333,0.0,0.0,0.19047619047619047,0.047619047619047616,0.0,0.0,0.23809523809523808,0.19047619047619047,21,,
spot_464,0.05405405405405406,0.4864864864864865,0.0,0.0,0.13513513513513514,0.08108108108108109,0.0,0.0,0.16216216216216217,0.08108108108108109,37,,
spot_465,0.1568627450980392,0.27450980392156865,0.0,0.0,0.2549019607843137,0.11764705882352941,0.0392156862745098,0.0,0.0392156862745098,0.11764705882352941,51,,
spot_467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.625,0.25,8,,
spot_468,0.029411764705882353,0.17647058823529413,0.29411764705882354,0.0,0.11764705882352941,0.11764705882352941,0.0,0.08823529411764706,0.058823529411764705,0.11764705882352941,34,,
spot_469,0.0,0.17391304347826086,0.17391304347826086,0.0,0.30434782608695654,0.08695652173913043,0.0,0.0,0.2608695652173913,0.0,23,,
spot_470,0.02127659574468085,0.44680851063829785,0.0851063829787234,0.0,0.2553191489361702,0.10638297872340426,0.02127659574468085,0.0,0.06382978723404255,0.0,47,,
spot_471,0.1,0.66,0.0,0.0,0.02,0.1,0.0,0.0,0.12,0.0,50,,
spot_472,0.4,0.26666666666666666,0.06666666666666667,0.0,0.044444444444444446,0.08888888888888889,0.0,0.0,0.044444444444444446,0.08888888888888889,45,,
spot_473,0.9183673469387755,0.061224489795918366,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,49,,
spot_474,0.32558139534883723,0.3953488372093023,0.023255813953488372,0.0,0.09302325581395349,0.13953488372093023,0.023255813953488372,0.0,0.0,0.0,43,,
spot_475,0.05263157894736842,0.3684210526315789,0.10526315789473684,0.0,0.10526315789473684,0.21052631578947367,0.0,0.05263157894736842,0.10526315789473684,0.0,19,,
spot_476,0.0,0.0,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.0,0.2727272727272727,0.36363636363636365,11,,
spot_478,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,3,,
spot_479,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.4,5,,
spot_480,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,0.0,0.36363636363636365,0.0,0.0,0.18181818181818182,11,,
spot_576,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.6,0.0,10,,
spot_577,0.02857142857142857,0.2857142857142857,0.22857142857142856,0.0,0.08571428571428572,0.08571428571428572,0.0,0.08571428571428572,0.08571428571428572,0.11428571428571428,35,,
spot_578,0.0784313725490196,0.5490196078431373,0.0392156862745098,0.0,0.058823529411764705,0.09803921568627451,0.0196078431372549,0.0784313725490196,0.0784313725490196,0.0,51,,
spot_579,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.0,0.21052631578947367,0.0,0.0,0.0,0.15789473684210525,0.2631578947368421,19,,
spot_580,0.08333333333333333,0.25,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.25,0.3333333333333333,12,,
spot_581,0.13157894736842105,0.39473684210526316,0.05263157894736842,0.0,0.07894736842105263,0.07894736842105263,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.13157894736842105,38,,
spot_582,0.022222222222222223,0.4666666666666667,0.08888888888888889,0.0,0.2,0.15555555555555556,0.0,0.044444444444444446,0.022222222222222223,0.0,45,,
spot_583,0.0,0.14285714285714285,0.38095238095238093,0.0,0.19047619047619047,0.0,0.0,0.0,0.2857142857142857,0.0,21,,
spot_584,0.017543859649122806,0.6842105263157895,0.0,0.0,0.19298245614035087,0.07017543859649122,0.0,0.0,0.03508771929824561,0.0,57,,
spot_585,0.3076923076923077,0.34615384615384615,0.0,0.0,0.07692307692307693,0.1346153846153846,0.0,0.0,0.07692307692307693,0.057692307692307696,52,,
spot_586,0.9032258064516129,0.016129032258064516,0.0,0.0,0.0,0.08064516129032258,0.0,0.0,0.0,0.0,62,,
spot_587,0.8936170212765957,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0425531914893617,0.0,0.02127659574468085,0.0,0.0,47,,
spot_588,0.8636363636363636,0.045454545454545456,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,44,,
spot_589,0.0,0.0,0.22727272727272727,0.0,0.18181818181818182,0.045454545454545456,0.3181818181818182,0.0,0.09090909090909091,0.13636363636363635,22,,
spot_590,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.625,0.125,8,,
spot_591,0.0,0.058823529411764705,0.17647058823529413,0.0,0.0,0.058823529411764705,0.11764705882352941,0.0,0.35294117647058826,0.23529411764705882,17,,
spot_592,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.5833333333333334,12,,
spot_593,0.0,0.21212121212121213,0.0,0.0,0.18181818181818182,0.24242424242424243,0.0,0.030303030303030304,0.30303030303030304,0.030303030303030304,33,,
spot_594,0.0,0.11764705882352941,0.0,0.0,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.35294117647058826,0.0,17,,
spot_595,0.0,0.045454545454545456,0.13636363636363635,0.0,0.36363636363636365,0.2727272727272727,0.0,0.0,0.18181818181818182,0.0,22,,
spot_687,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,3,,
spot_688,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,3,,
spot_689,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,5,,
spot_690,0.0,0.10526315789473684,0.21052631578947367,0.0,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.15789473684210525,19,,
spot_691,0.15384615384615385,0.5384615384615384,0.0,0.0,0.07692307692307693,0.07692307692307693,0.057692307692307696,0.038461538461538464,0.057692307692307696,0.0,52,,
spot_692,0.15789473684210525,0.3684210526315789,0.02631578947368421,0.0,0.05263157894736842,0.10526315789473684,0.02631578947368421,0.0,0.13157894736842105,0.13157894736842105,38,,
spot_693,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,3,,
spot_694,0.125,0.1875,0.375,0.0,0.1875,0.0625,0.0,0.0,0.0625,0.0,16,,
spot_695,0.0,0.15384615384615385,0.38461538461538464,0.0,0.3076923076923077,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,13,,
spot_696,0.043478260869565216,0.6956521739130435,0.06521739130434782,0.0,0.10869565217391304,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.0,46,,
spot_697,0.0,0.41935483870967744,0.0967741935483871,0.0,0.06451612903225806,0.16129032258064516,0.0,0.03225806451612903,0.22580645161290322,0.0,31,,
spot_698,0.11475409836065574,0.5737704918032787,0.0,0.0,0.13114754098360656,0.14754098360655737,0.01639344262295082,0.0,0.01639344262295082,0.0,61,,
spot_699,0.8333333333333334,0.10416666666666667,0.041666666666666664,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,48,,
spot_700,0.9838709677419355,0.0,0.0,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,62,,
spot_701,0.9272727272727272,0.05454545454545454,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,55,,
spot_702,0.2894736842105263,0.21052631578947367,0.13157894736842105,0.0,0.05263157894736842,0.07894736842105263,0.10526315789473684,0.0,0.13157894736842105,0.0,38,,
spot_703,0.0,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,7,,
spot_704,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.2,0.0,5,,
spot_705,0.0,0.05263157894736842,0.3684210526315789,0.0,0.0,0.0,0.3684210526315789,0.0,0.21052631578947367,0.0,19,,
spot_706,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.75,8,,
spot_707,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4,,
spot_708,0.0,0.23076923076923078,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.15384615384615385,0.0,13,,
spot_709,0.0,0.45454545454545453,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.18181818181818182,0.0,11,,
spot_803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.14285714285714285,7,,
spot_805,0.20512820512820512,0.358974358974359,0.02564102564102564,0.0,0.05128205128205128,0.10256410256410256,0.02564102564102564,0.0,0.1282051282051282,0.10256410256410256,39,,
spot_807,0.0,0.1111111111111111,0.05555555555555555,0.0,0.2777777777777778,0.05555555555555555,0.0,0.0,0.16666666666666666,0.3333333333333333,18,,
spot_808,0.13333333333333333,0.23333333333333334,0.1,0.0,0.1,0.1,0.03333333333333333,0.13333333333333333,0.1,0.06666666666666667,30,,
spot_809,0.0967741935483871,0.06451612903225806,0.03225806451612903,0.0,0.16129032258064516,0.0967741935483871,0.0,0.22580645161290322,0.12903225806451613,0.1935483870967742,31,,
spot_810,0.0,0.16666666666666666,0.1,0.0,0.1,0.06666666666666667,0.16666666666666666,0.0,0.23333333333333334,0.16666666666666666,30,,
spot_811,0.0,0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.0,0.0,0.09090909090909091,0.09090909090909091,0.36363636363636365,11,,
spot_812,0.0,0.15789473684210525,0.05263157894736842,0.0,0.10526315789473684,0.15789473684210525,0.0,0.15789473684210525,0.15789473684210525,0.21052631578947367,19,,
spot_813,0.0,0.13636363636363635,0.22727272727272727,0.0,0.13636363636363635,0.09090909090909091,0.09090909090909091,0.0,0.13636363636363635,0.18181818181818182,22,,
spot_814,0.0,0.030303030303030304,0.24242424242424243,0.0,0.06060606060606061,0.21212121212121213,0.15151515151515152,0.09090909090909091,0.18181818181818182,0.030303030303030304,33,,
spot_815,0.0,0.225,0.1,0.0,0.075,0.15,0.05,0.025,0.35,0.025,40,,
spot_816,0.0,0.3225806451612903,0.06451612903225806,0.0,0.1935483870967742,0.12903225806451613,0.03225806451612903,0.03225806451612903,0.22580645161290322,0.0,31,,
spot_817,0.0,0.26666666666666666,0.03333333333333333,0.0,0.23333333333333334,0.23333333333333334,0.0,0.0,0.16666666666666666,0.06666666666666667,30,,
spot_818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,
spot_819,0.0,0.2777777777777778,0.0,0.0,0.05555555555555555,0.1111111111111111,0.0,0.0,0.2777777777777778,0.2777777777777778,18,,
spot_820,0.0,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.0,0.3076923076923077,0.07692307692307693,13,,
spot_821,0.0,0.125,0.0,0.0,0.125,0.125,0.125,0.0,0.5,0.0,8,,
spot_822,0.0,0.07142857142857142,0.0,0.0,0.42857142857142855,0.21428571428571427,0.07142857142857142,0.0,0.21428571428571427,0.0,14,,
spot_823,0.0,0.0,0.07692307692307693,0.0,0.038461538461538464,0.07692307692307693,0.6153846153846154,0.0,0.19230769230769232,0.0,26,,
spot_824,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.0,0.09090909090909091,0.0,11,,
spot_917,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,4,,
spot_918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.6,5,,
spot_919,0.14285714285714285,0.07142857142857142,0.0,0.0,0.2857142857142857,0.03571428571428571,0.0,0.0,0.07142857142857142,0.39285714285714285,28,,
spot_920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,,
spot_921,0.058823529411764705,0.2647058823529412,0.058823529411764705,0.0,0.14705882352941177,0.08823529411764706,0.029411764705882353,0.0,0.14705882352941177,0.20588235294117646,34,,
spot_922,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.25,4,,
spot_923,0.05263157894736842,0.21052631578947367,0.10526315789473684,0.0,0.21052631578947367,0.10526315789473684,0.05263157894736842,0.0,0.15789473684210525,0.10526315789473684,19,,
spot_924,0.4230769230769231,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.07692307692307693,0.0,0.19230769230769232,0.23076923076923078,26,,
spot_925,0.13333333333333333,0.0,0.2,0.0,0.2,0.06666666666666667,0.13333333333333333,0.1,0.13333333333333333,0.03333333333333333,30,,
spot_926,0.08695652173913043,0.21739130434782608,0.0,0.0,0.13043478260869565,0.17391304347826086,0.043478260869565216,0.08695652173913043,0.17391304347826086,0.08695652173913043,23,,
spot_927,0.0,0.0,0.5555555555555556,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,18,,
spot_928,0.0,0.0,0.375,0.0,0.125,0.0,0.0,0.0,0.5,0.0,8,,
spot_929,0.0,0.2222222222222222,0.16666666666666666,0.0,0.1111111111111111,0.16666666666666666,0.0,0.0,0.2222222222222222,0.1111111111111111,18,,
spot_930,0.0,0.0,0.15384615384615385,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.15384615384615385,13,,
spot_931,0.0,0.35714285714285715,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.21428571428571427,0.0,28,,
spot_932,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.1,0.3,0.1,10,,
spot_933,0.0,0.0,0.375,0.0,0.125,0.0,0.0,0.0,0.375,0.125,8,,
spot_934,0.0,0.4,0.0,0.0,0.1,0.1,0.1,0.0,0.3,0.0,10,,
spot_935,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,12,,
spot_936,0.0,0.4117647058823529,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,0.35294117647058826,0.0,17,,
spot_937,0.0,0.0,0.08333333333333333,0.0,0.25,0.16666666666666666,0.08333333333333333,0.0,0.4166666666666667,0.0,12,,
spot_938,0.0,0.07692307692307693,0.0,0.3076923076923077,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,13,,
spot_1031,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.75,0.0,12,,
spot_1032,0.08333333333333333,0.3888888888888889,0.1388888888888889,0.0,0.027777777777777776,0.08333333333333333,0.0,0.1111111111111111,0.1111111111111111,0.05555555555555555,36,,
spot_1033,0.0,0.04,0.08,0.0,0.2,0.16,0.0,0.0,0.0,0.52,25,,
spot_1034,0.06451612903225806,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0967741935483871,0.06451612903225806,0.0,0.0,0.7096774193548387,31,,
spot_1035,0.041666666666666664,0.041666666666666664,0.125,0.0,0.25,0.0,0.041666666666666664,0.0,0.20833333333333334,0.2916666666666667,24,,
spot_1036,0.0,0.10344827586206896,0.0,0.0,0.20689655172413793,0.10344827586206896,0.0,0.0,0.20689655172413793,0.3793103448275862,29,,
spot_1037,0.5121951219512195,0.0975609756097561,0.07317073170731707,0.024390243902439025,0.04878048780487805,0.07317073170731707,0.07317073170731707,0.0,0.07317073170731707,0.024390243902439025,41,,
spot_1038,0.8867924528301887,0.05660377358490566,0.0,0.0,0.0,0.05660377358490566,0.0,0.0,0.0,0.0,53,,
spot_1039,0.9387755102040817,0.04081632653061224,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,49,,
spot_1040,0.07692307692307693,0.23076923076923078,0.07692307692307693,0.0,0.23076923076923078,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.19230769230769232,0.038461538461538464,26,,
spot_1041,0.0,0.38461538461538464,0.23076923076923078,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.23076923076923078,0.0,13,,
spot_1042,0.0,0.660377358490566,0.05660377358490566,0.0,0.05660377358490566,0.07547169811320754,0.018867924528301886,0.018867924528301886,0.09433962264150944,0.018867924528301886,53,,
spot_1043,0.037037037037037035,0.3333333333333333,0.07407407407407407,0.0,0.07407407407407407,0.14814814814814814,0.1111111111111111,0.037037037037037035,0.18518518518518517,0.0,27,,
spot_1044,0.05,0.55,0.15,0.0,0.1,0.05,0.0,0.0,0.1,0.0,20,,
spot_1045,0.0,0.14285714285714285,0.19047619047619047,0.0,0.09523809523809523,0.0,0.14285714285714285,0.0,0.19047619047619047,0.23809523809523808,21,,
spot_1046,0.0,0.0,0.07692307692307693,0.0,0.3076923076923077,0.0,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.0,13,,
spot_1047,0.0,0.13636363636363635,0.09090909090909091,0.0,0.4090909090909091,0.045454545454545456,0.045454545454545456,0.0,0.22727272727272727,0.045454545454545456,22,,
spot_1048,0.0,0.13333333333333333,0.0,0.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.4,0.0,15,,
spot_1049,0.0,0.35714285714285715,0.0,0.0,0.35714285714285715,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,14,,
spot_1050,0.0,0.21428571428571427,0.07142857142857142,0.0,0.0,0.2857142857142857,0.0,0.07142857142857142,0.35714285714285715,0.0,14,,
spot_1051,0.0,0.2,0.0,0.0,0.06666666666666667,0.3333333333333333,0.26666666666666666,0.0,0.13333333333333333,0.0,15,,
spot_1052,0.0,0.0,0.0,0.6,0.0,0.2,0.0,0.0,0.1,0.1,10,,
