,B cells,CD8+ T cells,Endothelial,Epithelial,Macrophages,Mixed Immune,Myofibroblasts,Proliferating T,Stromal,Vascular Stromal,n_cells,spot_x,spot_y
spot_208,0.06666666666666667,0.13333333333333333,0.16666666666666666,0.0,0.23333333333333334,0.03333333333333333,0.1,0.0,0.03333333333333333,0.23333333333333334,30,,
spot_209,0.391304347826087,0.2608695652173913,0.043478260869565216,0.0,0.13043478260869565,0.043478260869565216,0.021739130434782608,0.08695652173913043,0.021739130434782608,0.0,46,,
spot_210,0.36585365853658536,0.12195121951219512,0.024390243902439025,0.0,0.1951219512195122,0.12195121951219512,0.07317073170731707,0.024390243902439025,0.04878048780487805,0.024390243902439025,41,,
spot_211,0.1,0.3,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.45,20,,
spot_212,0.15151515151515152,0.45454545454545453,0.09090909090909091,0.0,0.15151515151515152,0.0,0.0,0.12121212121212122,0.030303030303030304,0.0,33,,
spot_213,0.0,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.045454545454545456,0.045454545454545456,0.0,0.45454545454545453,0.0,22,,
spot_214,0.15384615384615385,0.23076923076923078,0.11538461538461539,0.0,0.11538461538461539,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.23076923076923078,0.038461538461538464,26,,
spot_215,0.0,0.15,0.0,0.1,0.2,0.2,0.0,0.0,0.3,0.05,20,,
spot_217,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,3,,
spot_321,0.20754716981132076,0.5094339622641509,0.0,0.0,0.07547169811320754,0.07547169811320754,0.0,0.0,0.1320754716981132,0.0,53,,
spot_322,0.14893617021276595,0.46808510638297873,0.02127659574468085,0.0,0.0851063829787234,0.14893617021276595,0.02127659574468085,0.0,0.06382978723404255,0.0425531914893617,47,,
spot_323,0.0625,0.0,0.1875,0.0,0.25,0.0,0.0,0.0,0.0,0.5,16,,
spot_324,0.34,0.2,0.02,0.0,0.22,0.08,0.08,0.0,0.0,0.06,50,,
spot_325,0.027777777777777776,0.3611111111111111,0.2222222222222222,0.0,0.08333333333333333,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.0,0.1111111111111111,36,,
spot_326,0.15217391304347827,0.5,0.021739130434782608,0.0,0.17391304347826086,0.10869565217391304,0.0,0.021739130434782608,0.021739130434782608,0.0,46,,
spot_327,0.10810810810810811,0.2702702702702703,0.0,0.0,0.16216216216216217,0.02702702702702703,0.0,0.08108108108108109,0.16216216216216217,0.1891891891891892,37,,
spot_328,0.0,0.3333333333333333,0.16666666666666666,0.0,0.041666666666666664,0.20833333333333334,0.041666666666666664,0.0,0.20833333333333334,0.0,24,,
spot_329,0.16981132075471697,0.6981132075471698,0.0,0.0,0.05660377358490566,0.03773584905660377,0.0,0.018867924528301886,0.0,0.018867924528301886,53,,
spot_330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11,,
spot_331,0.0,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.0,0.23076923076923078,0.0,13,,
spot_332,0.0,0.0,0.0,0.0,0.0,0.25,0.625,0.0,0.125,0.0,8,,
spot_333,0.0,0.42857142857142855,0.0,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,7,,
spot_435,0.025,0.625,0.0,0.0,0.025,0.1,0.0,0.2,0.025,0.0,40,,
spot_436,0.0851063829787234,0.3617021276595745,0.0425531914893617,0.0,0.19148936170212766,0.0425531914893617,0.0851063829787234,0.1702127659574468,0.02127659574468085,0.0,47,,
spot_437,0.9032258064516129,0.016129032258064516,0.0,0.0,0.0,0.03225806451612903,0.0,0.04838709677419355,0.0,0.0,62,,
spot_438,0.6730769230769231,0.057692307692307696,0.019230769230769232,0.0,0.019230769230769232,0.09615384615384616,0.057692307692307696,0.019230769230769232,0.057692307692307696,0.0,52,,
spot_439,0.0,0.1,0.0,0.0,0.3,0.1,0.05,0.0,0.15,0.3,20,,
spot_440,0.10869565217391304,0.45652173913043476,0.0,0.0,0.21739130434782608,0.06521739130434782,0.0,0.15217391304347827,0.0,0.0,46,,
spot_441,0.0,0.4722222222222222,0.0,0.0,0.3055555555555556,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,36,,
spot_442,0.023255813953488372,0.5581395348837209,0.0,0.0,0.18604651162790697,0.09302325581395349,0.023255813953488372,0.09302325581395349,0.023255813953488372,0.0,43,,
spot_443,0.044444444444444446,0.5777777777777777,0.0,0.0,0.1111111111111111,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,45,,
spot_444,0.1864406779661017,0.4915254237288136,0.0,0.0,0.05084745762711865,0.05084745762711865,0.03389830508474576,0.1016949152542373,0.0847457627118644,0.0,59,,
spot_445,0.0,0.3448275862068966,0.034482758620689655,0.0,0.27586206896551724,0.1724137931034483,0.034482758620689655,0.034482758620689655,0.10344827586206896,0.0,29,,
spot_446,0.0,0.2608695652173913,0.0,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0,0.43478260869565216,0.17391304347826086,23,,
spot_447,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,8,,
spot_449,0.0,0.4,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,5,,
spot_450,0.0,0.2,0.4,0.0,0.1,0.1,0.0,0.0,0.2,0.0,10,,
spot_550,0.02631578947368421,0.34210526315789475,0.15789473684210525,0.0,0.18421052631578946,0.13157894736842105,0.0,0.0,0.13157894736842105,0.02631578947368421,38,,
spot_551,0.07317073170731707,0.3170731707317073,0.07317073170731707,0.0,0.17073170731707318,0.0975609756097561,0.024390243902439025,0.0,0.0975609756097561,0.14634146341463414,41,,
spot_552,0.10869565217391304,0.30434782608695654,0.021739130434782608,0.0,0.13043478260869565,0.021739130434782608,0.0,0.0,0.043478260869565216,0.3695652173913043,46,,
spot_553,0.022727272727272728,0.6590909090909091,0.0,0.0,0.11363636363636363,0.045454545454545456,0.022727272727272728,0.0,0.022727272727272728,0.11363636363636363,44,,
spot_554,0.025,0.4,0.025,0.0,0.225,0.05,0.0,0.1,0.025,0.15,40,,
spot_555,0.022727272727272728,0.5454545454545454,0.022727272727272728,0.0,0.13636363636363635,0.045454545454545456,0.022727272727272728,0.18181818181818182,0.022727272727272728,0.0,44,,
spot_556,0.023255813953488372,0.7674418604651163,0.0,0.0,0.11627906976744186,0.023255813953488372,0.0,0.0,0.06976744186046512,0.0,43,,
spot_557,0.038461538461538464,0.7115384615384616,0.0,0.0,0.17307692307692307,0.057692307692307696,0.0,0.0,0.019230769230769232,0.0,52,,
spot_558,0.038461538461538464,0.7884615384615384,0.0,0.0,0.038461538461538464,0.07692307692307693,0.0,0.038461538461538464,0.019230769230769232,0.0,52,,
spot_559,0.1282051282051282,0.3076923076923077,0.0,0.0,0.1282051282051282,0.23076923076923078,0.02564102564102564,0.0,0.02564102564102564,0.15384615384615385,39,,
spot_560,0.0,0.11627906976744186,0.06976744186046512,0.0,0.16279069767441862,0.13953488372093023,0.046511627906976744,0.46511627906976744,0.0,0.0,43,,
spot_561,0.0,0.13333333333333333,0.06666666666666667,0.0,0.06666666666666667,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.26666666666666666,0.0,15,,
spot_562,0.0,0.15384615384615385,0.3076923076923077,0.0,0.0,0.15384615384615385,0.0,0.0,0.15384615384615385,0.23076923076923078,13,,
spot_565,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,4,,
spot_664,0.06382978723404255,0.3617021276595745,0.06382978723404255,0.0,0.14893617021276595,0.1276595744680851,0.19148936170212766,0.02127659574468085,0.02127659574468085,0.0,47,,
spot_665,0.022222222222222223,0.5777777777777777,0.044444444444444446,0.0,0.17777777777777778,0.08888888888888889,0.0,0.022222222222222223,0.022222222222222223,0.044444444444444446,45,,
spot_666,0.0,0.29545454545454547,0.09090909090909091,0.0,0.1590909090909091,0.1590909090909091,0.06818181818181818,0.045454545454545456,0.18181818181818182,0.0,44,,
spot_667,0.08333333333333333,0.3541666666666667,0.041666666666666664,0.0,0.20833333333333334,0.08333333333333333,0.0,0.020833333333333332,0.08333333333333333,0.125,48,,
spot_668,0.0,0.4117647058823529,0.08823529411764706,0.0,0.17647058823529413,0.14705882352941177,0.0,0.029411764705882353,0.14705882352941177,0.0,34,,
spot_669,0.0,0.6226415094339622,0.05660377358490566,0.0,0.1509433962264151,0.11320754716981132,0.03773584905660377,0.0,0.018867924528301886,0.0,53,,
spot_670,0.0,0.5909090909090909,0.11363636363636363,0.0,0.13636363636363635,0.09090909090909091,0.0,0.022727272727272728,0.045454545454545456,0.0,44,,
spot_671,0.0,0.40625,0.34375,0.0,0.0625,0.125,0.03125,0.0,0.03125,0.0,32,,
spot_672,0.0,0.7872340425531915,0.02127659574468085,0.0,0.0425531914893617,0.0425531914893617,0.06382978723404255,0.0,0.0,0.0425531914893617,47,,
spot_673,0.0,0.88,0.0,0.0,0.06,0.04,0.02,0.0,0.0,0.0,50,,
spot_674,0.045454545454545456,0.5,0.13636363636363635,0.0,0.045454545454545456,0.22727272727272727,0.0,0.0,0.045454545454545456,0.0,44,,
spot_675,0.0,0.19230769230769232,0.11538461538461539,0.0,0.11538461538461539,0.15384615384615385,0.038461538461538464,0.0,0.19230769230769232,0.19230769230769232,26,,
spot_676,0.0,0.125,0.0625,0.0,0.1875,0.125,0.0,0.125,0.3125,0.0625,16,,
spot_677,0.0,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,6,,
spot_679,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,3,,
spot_779,0.1875,0.3541666666666667,0.0,0.0,0.16666666666666666,0.10416666666666667,0.0,0.0625,0.08333333333333333,0.041666666666666664,48,,
spot_780,0.046511627906976744,0.46511627906976744,0.0,0.0,0.16279069767441862,0.06976744186046512,0.0,0.20930232558139536,0.046511627906976744,0.0,43,,
spot_781,0.09259259259259259,0.6666666666666666,0.0,0.0,0.07407407407407407,0.14814814814814814,0.0,0.018518518518518517,0.0,0.0,54,,
spot_782,0.19230769230769232,0.6153846153846154,0.0,0.0,0.038461538461538464,0.11538461538461539,0.0,0.0,0.038461538461538464,0.0,52,,
spot_783,0.0,0.7142857142857143,0.04081632653061224,0.0,0.04081632653061224,0.061224489795918366,0.04081632653061224,0.0,0.08163265306122448,0.02040816326530612,49,,
spot_784,0.021739130434782608,0.6521739130434783,0.0,0.0,0.15217391304347827,0.13043478260869565,0.021739130434782608,0.0,0.021739130434782608,0.0,46,,
spot_785,0.021739130434782608,0.717391304347826,0.0,0.0,0.13043478260869565,0.10869565217391304,0.021739130434782608,0.0,0.0,0.0,46,,
spot_786,0.0,0.9215686274509803,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0392156862745098,0.0,51,,
spot_787,0.0,0.8813559322033898,0.01694915254237288,0.0,0.05084745762711865,0.03389830508474576,0.01694915254237288,0.0,0.0,0.0,59,,
spot_788,0.38461538461538464,0.38461538461538464,0.019230769230769232,0.0,0.038461538461538464,0.1346153846153846,0.0,0.0,0.038461538461538464,0.0,52,,
spot_789,0.38,0.34,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,50,,
spot_790,0.225,0.25,0.0,0.0,0.275,0.175,0.025,0.0,0.05,0.0,40,,
spot_791,0.0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.25,0.041666666666666664,0.0,0.20833333333333334,0.375,24,,
spot_792,0.0,0.28,0.04,0.0,0.36,0.16,0.0,0.12,0.0,0.04,25,,
spot_794,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,5,,
spot_893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,4,,
spot_894,0.041666666666666664,0.125,0.08333333333333333,0.0,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.0,0.2916666666666667,0.20833333333333334,24,,
spot_895,0.125,0.4,0.15,0.0,0.125,0.075,0.05,0.0,0.0,0.075,40,,
spot_896,0.05263157894736842,0.6578947368421053,0.15789473684210525,0.0,0.02631578947368421,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,38,,
spot_897,0.10909090909090909,0.7272727272727273,0.0,0.0,0.05454545454545454,0.05454545454545454,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.0,55,,
spot_898,0.07142857142857142,0.6964285714285714,0.0,0.0,0.05357142857142857,0.05357142857142857,0.03571428571428571,0.03571428571428571,0.05357142857142857,0.0,56,,
spot_899,0.021739130434782608,0.6304347826086957,0.0,0.0,0.17391304347826086,0.10869565217391304,0.021739130434782608,0.0,0.043478260869565216,0.0,46,,
spot_900,0.0,0.75,0.0,0.0,0.08333333333333333,0.125,0.041666666666666664,0.0,0.0,0.0,48,,
spot_901,0.0,0.9137931034482759,0.0,0.0,0.017241379310344827,0.06896551724137931,0.0,0.0,0.0,0.0,58,,
spot_902,0.0,0.9322033898305084,0.0,0.0,0.0,0.01694915254237288,0.05084745762711865,0.0,0.0,0.0,59,,
spot_903,0.8909090909090909,0.01818181818181818,0.01818181818181818,0.0,0.01818181818181818,0.05454545454545454,0.0,0.0,0.0,0.0,55,,
spot_904,0.9433962264150944,0.018867924528301886,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,53,,
spot_905,0.6410256410256411,0.02564102564102564,0.05128205128205128,0.0,0.05128205128205128,0.10256410256410256,0.1282051282051282,0.0,0.0,0.0,39,,
spot_906,0.16666666666666666,0.06666666666666667,0.13333333333333333,0.0,0.16666666666666666,0.13333333333333333,0.03333333333333333,0.0,0.13333333333333333,0.16666666666666666,30,,
spot_907,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.25,0.3333333333333333,0.0,12,,
spot_908,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.4,0.0,5,,
spot_910,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3,,
spot_1008,0.041666666666666664,0.125,0.16666666666666666,0.0,0.125,0.041666666666666664,0.0,0.0,0.20833333333333334,0.2916666666666667,24,,
spot_1009,0.0,0.04,0.16,0.0,0.04,0.08,0.28,0.0,0.08,0.32,25,,
spot_1010,0.3617021276595745,0.3617021276595745,0.0,0.0,0.06382978723404255,0.0425531914893617,0.0425531914893617,0.0,0.1276595744680851,0.0,47,,
spot_1011,0.5918367346938775,0.2857142857142857,0.0,0.0,0.08163265306122448,0.04081632653061224,0.0,0.0,0.0,0.0,49,,
spot_1012,0.8823529411764706,0.09803921568627451,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,,
spot_1013,0.16981132075471697,0.660377358490566,0.0,0.0,0.05660377358490566,0.05660377358490566,0.0,0.05660377358490566,0.0,0.0,53,,
spot_1014,0.030303030303030304,0.3333333333333333,0.15151515151515152,0.0,0.12121212121212122,0.2727272727272727,0.06060606060606061,0.0,0.030303030303030304,0.0,33,,
spot_1015,0.025,0.5,0.275,0.0,0.075,0.075,0.025,0.0,0.025,0.0,40,,
spot_1016,0.018518518518518517,0.8888888888888888,0.018518518518518517,0.0,0.018518518518518517,0.0,0.037037037037037035,0.0,0.018518518518518517,0.0,54,,
spot_1017,0.0,0.7755102040816326,0.061224489795918366,0.0,0.02040816326530612,0.08163265306122448,0.04081632653061224,0.0,0.02040816326530612,0.0,49,,
spot_1018,0.625,0.14583333333333334,0.10416666666666667,0.0,0.020833333333333332,0.041666666666666664,0.0625,0.0,0.0,0.0,48,,
spot_1019,0.9655172413793104,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,58,,
spot_1020,0.9795918367346939,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,49,,
spot_1021,0.17073170731707318,0.2682926829268293,0.024390243902439025,0.0,0.17073170731707318,0.12195121951219512,0.07317073170731707,0.0,0.12195121951219512,0.04878048780487805,41,,
spot_1022,0.0,0.0,0.1111111111111111,0.0,0.2777777777777778,0.3333333333333333,0.0,0.0,0.2777777777777778,0.0,18,,
spot_1029,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.0,4,,
spot_1122,0.02702702702702703,0.4594594594594595,0.08108108108108109,0.0,0.05405405405405406,0.24324324324324326,0.0,0.02702702702702703,0.10810810810810811,0.0,37,,
spot_1123,0.17073170731707318,0.3170731707317073,0.07317073170731707,0.0,0.07317073170731707,0.24390243902439024,0.04878048780487805,0.0,0.07317073170731707,0.0,41,,
spot_1124,0.0,0.058823529411764705,0.20588235294117646,0.0,0.17647058823529413,0.058823529411764705,0.11764705882352941,0.08823529411764706,0.08823529411764706,0.20588235294117646,34,,
spot_1125,0.04,0.04,0.36,0.0,0.12,0.08,0.04,0.04,0.2,0.08,25,,
spot_1126,0.9622641509433962,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,53,,
spot_1127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,,
spot_1128,0.49019607843137253,0.35294117647058826,0.0196078431372549,0.0,0.0,0.058823529411764705,0.0392156862745098,0.0,0.0392156862745098,0.0,51,,
spot_1129,0.08108108108108109,0.5135135135135135,0.05405405405405406,0.0,0.10810810810810811,0.10810810810810811,0.0,0.0,0.13513513513513514,0.0,37,,
spot_1130,0.019230769230769232,0.5961538461538461,0.019230769230769232,0.0,0.07692307692307693,0.11538461538461539,0.038461538461538464,0.0,0.1346153846153846,0.0,52,,
spot_1131,0.0,0.8653846153846154,0.0,0.0,0.038461538461538464,0.07692307692307693,0.019230769230769232,0.0,0.0,0.0,52,,
spot_1132,0.038461538461538464,0.8653846153846154,0.0,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,52,,
spot_1133,0.8,0.1,0.04,0.0,0.0,0.06,0.0,0.0,0.0,0.0,50,,
spot_1134,0.8703703703703703,0.018518518518518517,0.0,0.0,0.018518518518518517,0.07407407407407407,0.0,0.018518518518518517,0.0,0.0,54,,
spot_1135,0.8723404255319149,0.0851063829787234,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.0,47,,
spot_1136,0.0975609756097561,0.43902439024390244,0.0,0.0,0.14634146341463414,0.14634146341463414,0.0,0.024390243902439025,0.024390243902439025,0.12195121951219512,41,,
spot_1137,0.10526315789473684,0.3157894736842105,0.05263157894736842,0.0,0.10526315789473684,0.21052631578947367,0.10526315789473684,0.0,0.10526315789473684,0.0,19,,
spot_1140,0.0,0.14285714285714285,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,7,,
spot_1143,0.0,0.0,0.0,0.0,0.5,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,6,,
spot_1237,0.0,0.0,0.1875,0.0,0.25,0.0625,0.0,0.0,0.1875,0.3125,16,,
spot_1238,0.02857142857142857,0.17142857142857143,0.2571428571428571,0.0,0.17142857142857143,0.08571428571428572,0.11428571428571428,0.08571428571428572,0.08571428571428572,0.0,35,,
spot_1239,0.125,0.3125,0.020833333333333332,0.0,0.1875,0.125,0.0,0.14583333333333334,0.041666666666666664,0.041666666666666664,48,,
spot_1240,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.5,0.21428571428571427,14,,
spot_1241,0.7857142857142857,0.0,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,28,,
spot_1242,0.9583333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,,
spot_1243,0.5384615384615384,0.28846153846153844,0.019230769230769232,0.0,0.057692307692307696,0.057692307692307696,0.019230769230769232,0.0,0.019230769230769232,0.0,52,,
spot_1244,0.14285714285714285,0.6122448979591837,0.0,0.0,0.08163265306122448,0.10204081632653061,0.0,0.02040816326530612,0.04081632653061224,0.0,49,,
spot_1245,0.022727272727272728,0.6136363636363636,0.022727272727272728,0.0,0.06818181818181818,0.09090909090909091,0.0,0.0,0.022727272727272728,0.1590909090909091,44,,
spot_1246,0.020833333333333332,0.8333333333333334,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.020833333333333332,0.0,48,,
spot_1247,0.0784313725490196,0.6274509803921569,0.0,0.0,0.0784313725490196,0.19607843137254902,0.0,0.0196078431372549,0.0,0.0,51,,
spot_1248,0.38,0.34,0.0,0.0,0.06,0.16,0.04,0.0,0.02,0.0,50,,
spot_1249,0.4423076923076923,0.28846153846153844,0.057692307692307696,0.0,0.038461538461538464,0.1346153846153846,0.019230769230769232,0.0,0.019230769230769232,0.0,52,,
spot_1250,0.07692307692307693,0.7435897435897436,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.02564102564102564,0.0,39,,
spot_1251,0.02040816326530612,0.4489795918367347,0.04081632653061224,0.0,0.061224489795918366,0.12244897959183673,0.04081632653061224,0.061224489795918366,0.08163265306122448,0.12244897959183673,49,,
spot_1253,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,5,,
spot_1254,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.0,4,,
spot_1255,0.0,0.0,0.5,0.0,0.125,0.0,0.25,0.0,0.125,0.0,8,,
spot_1256,0.0,0.0,0.4,0.0,0.2,0.2,0.2,0.0,0.0,0.0,5,,
spot_1351,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,6,,
spot_1352,0.0,0.0,0.25,0.0,0.0,0.125,0.25,0.0,0.25,0.125,8,,
spot_1353,0.0,0.14705882352941177,0.08823529411764706,0.0,0.2647058823529412,0.14705882352941177,0.029411764705882353,0.058823529411764705,0.08823529411764706,0.17647058823529413,34,,
spot_1354,0.0,0.3,0.06666666666666667,0.0,0.1,0.06666666666666667,0.0,0.1,0.2,0.16666666666666666,30,,
spot_1355,0.043478260869565216,0.21739130434782608,0.21739130434782608,0.0,0.043478260869565216,0.08695652173913043,0.0,0.043478260869565216,0.17391304347826086,0.17391304347826086,23,,
spot_1356,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.13333333333333333,0.0,0.0,0.2,0.5333333333333333,15,,
spot_1357,0.5384615384615384,0.038461538461538464,0.038461538461538464,0.0,0.07692307692307693,0.11538461538461539,0.0,0.0,0.0,0.19230769230769232,26,,
spot_1358,0.3055555555555556,0.1388888888888889,0.1388888888888889,0.0,0.1388888888888889,0.05555555555555555,0.08333333333333333,0.0,0.08333333333333333,0.05555555555555555,36,,
spot_1359,0.11428571428571428,0.3142857142857143,0.05714285714285714,0.0,0.11428571428571428,0.14285714285714285,0.02857142857142857,0.0,0.05714285714285714,0.17142857142857143,35,,
spot_1360,0.1,0.6,0.04,0.0,0.06,0.0,0.02,0.12,0.06,0.0,50,,
spot_1361,0.057692307692307696,0.5961538461538461,0.019230769230769232,0.0,0.09615384615384616,0.09615384615384616,0.019230769230769232,0.019230769230769232,0.07692307692307693,0.019230769230769232,52,,
spot_1362,0.05,0.55,0.0,0.0,0.075,0.225,0.0,0.0,0.1,0.0,40,,
spot_1363,0.0425531914893617,0.7021276595744681,0.0,0.0,0.0851063829787234,0.0851063829787234,0.02127659574468085,0.0,0.06382978723404255,0.0,47,,
spot_1364,0.08,0.64,0.0,0.0,0.12,0.12,0.0,0.0,0.04,0.0,50,,
spot_1365,0.08163265306122448,0.5918367346938775,0.02040816326530612,0.0,0.10204081632653061,0.08163265306122448,0.04081632653061224,0.0,0.061224489795918366,0.02040816326530612,49,,
spot_1366,0.05263157894736842,0.10526315789473684,0.0,0.0,0.2631578947368421,0.05263157894736842,0.0,0.0,0.0,0.5263157894736842,19,,
spot_1367,0.0,0.058823529411764705,0.0,0.0,0.23529411764705882,0.058823529411764705,0.0,0.17647058823529413,0.47058823529411764,0.0,17,,
spot_1368,0.0,0.0,0.3333333333333333,0.0,0.0,0.08333333333333333,0.25,0.0,0.0,0.3333333333333333,12,,
spot_1466,0.0,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.16666666666666666,0.05555555555555555,0.6111111111111112,0.0,18,,
spot_1467,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.5714285714285714,0.0,0.0,0.0,7,,
spot_1468,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.2727272727272727,11,,
spot_1469,0.0,0.1935483870967742,0.22580645161290322,0.0,0.25806451612903225,0.12903225806451613,0.0,0.03225806451612903,0.12903225806451613,0.03225806451612903,31,,
spot_1470,0.0,0.07692307692307693,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.07692307692307693,13,,
spot_1471,0.0,0.05263157894736842,0.21052631578947367,0.0,0.21052631578947367,0.0,0.0,0.10526315789473684,0.10526315789473684,0.3157894736842105,19,,
spot_1472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.6153846153846154,13,,
spot_1473,0.05,0.0,0.1,0.0,0.05,0.0,0.05,0.0,0.2,0.55,20,,
spot_1474,0.0625,0.0625,0.0,0.0,0.125,0.0625,0.0,0.0,0.0625,0.625,16,,
