,spot_idx,spot_id,spot_x,spot_y,region_id
aadcigkc-1,5728,spot_5728,329.0092070102692,4360.997100823743,0.0
aadcldjo-1,5728,spot_5728,329.0092070102692,4360.997100823743,0.0
aadcmfpf-1,5728,spot_5728,329.0092070102692,4360.997100823743,0.0
aadcmjao-1,5728,spot_5728,329.0092070102692,4360.997100823743,0.0
aadcmjkn-1,-1,,,,
aadcpedg-1,-1,,,,
aaddadcg-1,-1,,,,
aaddehhc-1,-1,,,,
aaddenif-1,-1,,,,
aaddepcj-1,-1,,,,
aaddgdfe-1,-1,,,,
aaddifon-1,-1,,,,
aaddknmp-1,5727,spot_5727,229.0092070102692,4360.997100823743,0.0
aaddoofe-1,-1,,,,
aadeicio-1,-1,,,,
aadeogbd-1,-1,,,,
aadepddo-1,-1,,,,
aadfajag-1,5727,spot_5727,229.0092070102692,4360.997100823743,0.0
aadfbaoo-1,5727,spot_5727,229.0092070102692,4360.997100823743,0.0
aadfcljc-1,5727,spot_5727,229.0092070102692,4360.997100823743,0.0
aadfdibh-1,5727,spot_5727,229.0092070102692,4360.997100823743,0.0
aadfhiik-1,5727,spot_5727,229.0092070102692,4360.997100823743,0.0
aadfhjgj-1,5727,spot_5727,229.0092070102692,4360.997100823743,0.0
aadfinai-1,-1,,,,
aadflgag-1,-1,,,,
aadgbkkd-1,-1,,,,
aadgfiok-1,-1,,,,
aadgfmon-1,-1,,,,
aadggfno-1,-1,,,,
aadggmoc-1,5727,spot_5727,229.0092070102692,4360.997100823743,0.0
aadgikhg-1,-1,,,,
aadgjfke-1,-1,,,,
aadgkphm-1,-1,,,,
aadgofpa-1,-1,,,,
aadgpnee-1,5958,spot_5958,429.0092070102692,4534.202181580631,0.0
aadhcdka-1,-1,,,,
aadhckmc-1,-1,,,,
aadhdlim-1,-1,,,,
aadhgcak-1,-1,,,,
aadhhpni-1,6187,spot_6187,429.0092070102692,4707.40726233752,0.0
aadhihkj-1,-1,,,,
aadhiojk-1,-1,,,,
aadhjmpd-1,6072,spot_6072,379.0092070102692,4620.804721959075,0.0
aadiedeg-1,-1,,,,
aadihcmf-1,-1,,,,
aadiiedd-1,-1,,,,
aadiklbd-1,-1,,,,
aadimgjo-1,5958,spot_5958,429.0092070102692,4534.202181580631,0.0
aadiodhd-1,-1,,,,
aadjapdd-1,-1,,,,
aadjceki-1,-1,,,,
aadjcmac-1,-1,,,,
aadjcmfh-1,-1,,,,
aadjdppm-1,-1,,,,
aadjfpdh-1,5843,spot_5843,379.0092070102692,4447.599641202187,0.0
aadjpcig-1,5843,spot_5843,379.0092070102692,4447.599641202187,0.0
aadjplhm-1,-1,,,,
aadkgggi-1,-1,,,,
aadkhphe-1,-1,,,,
aadkkika-1,5843,spot_5843,379.0092070102692,4447.599641202187,0.0
aadknhnh-1,-1,,,,
aadlacnm-1,5843,spot_5843,379.0092070102692,4447.599641202187,0.0
aadlcfbl-1,5843,spot_5843,379.0092070102692,4447.599641202187,0.0
aadlfchn-1,-1,,,,
aadlflbl-1,-1,,,,
aadlhbhl-1,-1,,,,
aadljplo-1,-1,,,,
aadlnbah-1,-1,,,,
aadlnddi-1,-1,,,,
aadlommi-1,-1,,,,
aadmabmi-1,-1,,,,
aadmaico-1,-1,,,,
aadmangn-1,-1,,,,
aadmbnjc-1,-1,,,,
aadmgejk-1,-1,,,,
aadmjbde-1,4697,spot_4697,279.0092070102692,3581.574237417747,0.0
aadmnlpb-1,-1,,,,
aadmpfke-1,4697,spot_4697,279.0092070102692,3581.574237417747,0.0
aadmphao-1,-1,,,,
aadndfhh-1,-1,,,,
aadnglfa-1,-1,,,,
aadnkjic-1,4697,spot_4697,279.0092070102692,3581.574237417747,0.0
aadnlmen-1,-1,,,,
aadnmkeo-1,4697,spot_4697,279.0092070102692,3581.574237417747,0.0
aadnmnii-1,-1,,,,
aadoeedo-1,4582,spot_4582,229.0092070102692,3494.9716970393038,0.0
aadoeihd-1,-1,,,,
aadofiln-1,-1,,,,
aadohdhb-1,-1,,,,
aadoibmj-1,-1,,,,
aadoklpb-1,-1,,,,
aadomdjo-1,-1,,,,
aadomjja-1,-1,,,,
aadonnlk-1,-1,,,,
aadpahhm-1,4926,spot_4926,279.0092070102692,3754.779318174634,0.0
aadpakbe-1,4926,spot_4926,279.0092070102692,3754.779318174634,0.0
aadpaocn-1,4926,spot_4926,279.0092070102692,3754.779318174634,0.0
aadpbhpg-1,-1,,,,
aadpegnl-1,-1,,,,
aadpjaie-1,-1,,,,
aadpkgfa-1,-1,,,,
aadplfgl-1,-1,,,,
aadpmhkd-1,-1,,,,
aaeaehbb-1,-1,,,,
aaeafene-1,4698,spot_4698,379.0092070102692,3581.574237417747,0.0
aaeagdag-1,-1,,,,
aaeaipff-1,-1,,,,
aaeangel-1,-1,,,,
aaebacjm-1,-1,,,,
aaebgdjd-1,-1,,,,
aaebgkgf-1,4812,spot_4812,329.0092070102692,3668.176777796191,0.0
aaebhhhh-1,-1,,,,
aaebhnna-1,-1,,,,
aaebjimd-1,-1,,,,
aaebmkfa-1,-1,,,,
aaecclem-1,-1,,,,
aaecflhc-1,-1,,,,
aaecfnjp-1,-1,,,,
aaecheol-1,-1,,,,
aaecignd-1,-1,,,,
aaeckbhf-1,-1,,,,
aaecpikd-1,-1,,,,
aaeddkpp-1,-1,,,,
aaeddnmh-1,-1,,,,
aaedhenb-1,-1,,,,
aaedhfch-1,-1,,,,
aaedibod-1,-1,,,,
aaedlnhp-1,-1,,,,
aaedmagf-1,-1,,,,
aaeeaohf-1,5615,spot_5615,479.0092070102692,4274.394560445298,0.0
aaeebjjn-1,5615,spot_5615,479.0092070102692,4274.394560445298,0.0
aaeeeocg-1,-1,,,,
aaeehdnc-1,-1,,,,
aaeeihok-1,-1,,,,
aaeejmmf-1,-1,,,,
aaeeknpf-1,5615,spot_5615,479.0092070102692,4274.394560445298,0.0
aaeeljbf-1,5615,spot_5615,479.0092070102692,4274.394560445298,0.0
aaeenbfc-1,-1,,,,
aaeepchi-1,-1,,,,
aaeepkdc-1,-1,,,,
aaeeppeg-1,-1,,,,
aaefadjd-1,-1,,,,
aaefaejd-1,-1,,,,
aaefallb-1,-1,,,,
aaefbodl-1,-1,,,,
aaefcnkl-1,-1,,,,
aaefcpgj-1,-1,,,,
aaefdimb-1,5615,spot_5615,479.0092070102692,4274.394560445298,0.0
aaefgiho-1,-1,,,,
aaefgmpk-1,-1,,,,
aaefhndg-1,-1,,,,
aaeflbfi-1,-1,,,,
aaefolmb-1,-1,,,,
aaefpmjg-1,-1,,,,
aaegafpd-1,-1,,,,
aaegbfdi-1,5729,spot_5729,429.0092070102692,4360.997100823743,0.0
aaegdaak-1,-1,,,,
aaegeaab-1,-1,,,,
aaegfaom-1,-1,,,,
aaegfcpp-1,-1,,,,
aaegfpoj-1,-1,,,,
aaegicob-1,-1,,,,
aaegiknd-1,5614,spot_5614,379.0092070102692,4274.394560445298,0.0
aaegpabj-1,-1,,,,
aaehefoi-1,5614,spot_5614,379.0092070102692,4274.394560445298,0.0
aaehgdmi-1,-1,,,,
aaehkppf-1,-1,,,,
aaehmefl-1,-1,,,,
aaehmmeh-1,-1,,,,
aaeibmje-1,-1,,,,
aaeichmi-1,-1,,,,
aaeieibp-1,-1,,,,
aaeihbmo-1,-1,,,,
aaeihfjk-1,-1,,,,
aaeihgmj-1,-1,,,,
aaeiibpl-1,5616,spot_5616,579.0092070102692,4274.394560445298,0.0
aaeiijap-1,5616,spot_5616,579.0092070102692,4274.394560445298,0.0
aaeijmbp-1,5616,spot_5616,579.0092070102692,4274.394560445298,0.0
aaeikpdm-1,5616,spot_5616,579.0092070102692,4274.394560445298,0.0
aaeilbob-1,5616,spot_5616,579.0092070102692,4274.394560445298,0.0
aaeimepe-1,5616,spot_5616,579.0092070102692,4274.394560445298,0.0
aaeimkfb-1,5616,spot_5616,579.0092070102692,4274.394560445298,0.0
aaeinlbk-1,-1,,,,
aaejdoba-1,5616,spot_5616,579.0092070102692,4274.394560445298,0.0
aaejghil-1,5616,spot_5616,579.0092070102692,4274.394560445298,0.0
aaejhkdc-1,5616,spot_5616,579.0092070102692,4274.394560445298,0.0
aaejiefn-1,-1,,,,
aaejlafd-1,-1,,,,
aaejlhff-1,-1,,,,
aaejndhp-1,-1,,,,
aaejohjl-1,-1,,,,
aaejonhb-1,-1,,,,
aaekagoa-1,-1,,,,
aaekcclk-1,5844,spot_5844,479.0092070102692,4447.599641202187,0.0
aaekdhdc-1,-1,,,,
aaekhbei-1,-1,,,,
aaekhdao-1,-1,,,,
aaekieeg-1,-1,,,,
aaekjjan-1,5844,spot_5844,479.0092070102692,4447.599641202187,0.0
aaeklknj-1,5844,spot_5844,479.0092070102692,4447.599641202187,0.0
aaeknajc-1,5844,spot_5844,479.0092070102692,4447.599641202187,0.0
aaeknjbc-1,5844,spot_5844,479.0092070102692,4447.599641202187,0.0
aaekoikd-1,-1,,,,
aaelabck-1,-1,,,,
aaelcibe-1,-1,,,,
aaelfdmm-1,-1,,,,
aaelfijj-1,-1,,,,
aaeljikm-1,-1,,,,
aaelkdmn-1,5844,spot_5844,479.0092070102692,4447.599641202187,0.0
aaelmmah-1,-1,,,,
aaeloahn-1,-1,,,,
aaelolmd-1,5958,spot_5958,429.0092070102692,4534.202181580631,0.0
aaemakmd-1,-1,,,,
aaemcggf-1,-1,,,,
aaempoki-1,-1,,,,
aaenfcmd-1,-1,,,,
aaengglh-1,-1,,,,
aaenhhhm-1,-1,,,,
aaenkacn-1,-1,,,,
aaenlcpi-1,5844,spot_5844,479.0092070102692,4447.599641202187,0.0
