,B cells,CD4+ T cells,CD8+ T cells,Macrophages,Endothelial,Epithelial,Fibroblasts,n_cells,spot_x,spot_y
spot_326,0.2127659574468085,0.0851063829787234,0.2553191489361702,0.1276595744680851,0.02127659574468085,0.0,0.02127659574468085,47,,
spot_327,0.24324324324324326,0.0,0.16216216216216217,0.10810810810810811,0.08108108108108109,0.0,0.02702702702702703,37,,
spot_328,0.03571428571428571,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.10714285714285714,0.0,0.03571428571428571,28,,
spot_329,0.34545454545454546,0.2545454545454545,0.23636363636363636,0.0,0.01818181818181818,0.0,0.05454545454545454,55,,
spot_330,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,11,,
spot_331,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.07142857142857142,14,,
spot_332,0.0,0.0,0.0,0.0,0.0,0.0,0.625,8,,
spot_333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,9,,
spot_435,0.05,0.175,0.35,0.0,0.0,0.025,0.025,40,,
spot_436,0.1702127659574468,0.10638297872340426,0.1702127659574468,0.06382978723404255,0.0851063829787234,0.0,0.0851063829787234,47,,
spot_437,0.9838709677419355,0.0,0.0,0.0,0.0,0.0,0.0,62,,
spot_438,0.8653846153846154,0.0,0.0,0.0,0.038461538461538464,0.0,0.057692307692307696,52,,
spot_439,0.0,0.0,0.0,0.14285714285714285,0.23809523809523808,0.0,0.14285714285714285,21,,
spot_440,0.17391304347826086,0.1956521739130435,0.15217391304347827,0.06521739130434782,0.021739130434782608,0.0,0.043478260869565216,46,,
spot_441,0.02702702702702703,0.05405405405405406,0.3783783783783784,0.21621621621621623,0.02702702702702703,0.0,0.0,37,,
spot_442,0.11627906976744186,0.27906976744186046,0.16279069767441862,0.20930232558139536,0.0,0.023255813953488372,0.023255813953488372,43,,
spot_443,0.044444444444444446,0.2222222222222222,0.2222222222222222,0.044444444444444446,0.06666666666666667,0.022222222222222223,0.08888888888888889,45,,
spot_444,0.3,0.26666666666666666,0.15,0.016666666666666666,0.0,0.0,0.016666666666666666,60,,
spot_445,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,0.0,0.0,0.1,30,,
spot_446,0.0,0.043478260869565216,0.30434782608695654,0.043478260869565216,0.043478260869565216,0.0,0.08695652173913043,23,,
spot_447,0.0,0.0,0.0,0.0,0.0,0.0,0.75,8,,
spot_449,0.0,0.4,0.0,0.0,0.2,0.0,0.4,5,,
spot_450,0.0,0.1,0.2,0.1,0.3,0.0,0.2,10,,
spot_550,0.05128205128205128,0.1282051282051282,0.28205128205128205,0.02564102564102564,0.15384615384615385,0.0,0.02564102564102564,39,,
spot_551,0.1951219512195122,0.0975609756097561,0.1951219512195122,0.07317073170731707,0.17073170731707318,0.0,0.07317073170731707,41,,
spot_552,0.1956521739130435,0.17391304347826086,0.13043478260869565,0.0,0.17391304347826086,0.0,0.021739130434782608,46,,
spot_553,0.1590909090909091,0.13636363636363635,0.4318181818181818,0.045454545454545456,0.09090909090909091,0.022727272727272728,0.06818181818181818,44,,
spot_554,0.14634146341463414,0.0975609756097561,0.21951219512195122,0.024390243902439025,0.12195121951219512,0.024390243902439025,0.04878048780487805,41,,
spot_555,0.06818181818181818,0.13636363636363635,0.25,0.06818181818181818,0.045454545454545456,0.0,0.13636363636363635,44,,
spot_556,0.046511627906976744,0.23255813953488372,0.20930232558139536,0.09302325581395349,0.0,0.0,0.06976744186046512,43,,
spot_557,0.018867924528301886,0.37735849056603776,0.1320754716981132,0.09433962264150944,0.0,0.018867924528301886,0.1320754716981132,53,,
spot_558,0.07692307692307693,0.34615384615384615,0.34615384615384615,0.038461538461538464,0.0,0.0,0.07692307692307693,52,,
spot_559,0.2,0.075,0.125,0.0,0.075,0.0,0.025,40,,
spot_560,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.09302325581395349,0.09302325581395349,0.023255813953488372,0.06976744186046512,43,,
spot_561,0.0,0.0,0.125,0.0625,0.125,0.0,0.1875,16,,
spot_562,0.0,0.0,0.07692307692307693,0.0,0.38461538461538464,0.0,0.0,13,,
spot_565,0.0,0.25,0.0,0.0,0.25,0.25,0.25,4,,
spot_664,0.08163265306122448,0.04081632653061224,0.3469387755102041,0.04081632653061224,0.10204081632653061,0.0,0.22448979591836735,49,,
spot_665,0.06666666666666667,0.1111111111111111,0.4888888888888889,0.0,0.08888888888888889,0.0,0.06666666666666667,45,,
spot_666,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.11363636363636363,0.11363636363636363,0.0,0.045454545454545456,44,,
spot_667,0.1836734693877551,0.16326530612244897,0.12244897959183673,0.10204081632653061,0.14285714285714285,0.0,0.0,49,,
spot_668,0.05714285714285714,0.14285714285714285,0.2571428571428571,0.14285714285714285,0.08571428571428572,0.02857142857142857,0.05714285714285714,35,,
spot_669,0.01818181818181818,0.32727272727272727,0.12727272727272726,0.01818181818181818,0.03636363636363636,0.0,0.03636363636363636,55,,
spot_670,0.0,0.36363636363636365,0.20454545454545456,0.022727272727272728,0.11363636363636363,0.0,0.06818181818181818,44,,
spot_671,0.0,0.2727272727272727,0.15151515151515152,0.0,0.36363636363636365,0.0,0.0,33,,
spot_672,0.0,0.40425531914893614,0.1702127659574468,0.0,0.0851063829787234,0.0,0.10638297872340426,47,,
spot_673,0.0,0.36538461538461536,0.38461538461538464,0.0,0.0,0.0,0.11538461538461539,52,,
spot_674,0.11363636363636363,0.20454545454545456,0.11363636363636363,0.045454545454545456,0.09090909090909091,0.0,0.11363636363636363,44,,
spot_675,0.1111111111111111,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.14814814814814814,0.0,0.1111111111111111,27,,
spot_676,0.0,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.11764705882352941,17,,
spot_677,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,6,,
spot_679,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,3,,
spot_779,0.5833333333333334,0.041666666666666664,0.16666666666666666,0.0625,0.0,0.020833333333333332,0.041666666666666664,48,,
spot_780,0.06976744186046512,0.23255813953488372,0.3023255813953488,0.046511627906976744,0.0,0.0,0.0,43,,
spot_781,0.2909090909090909,0.2545454545454545,0.32727272727272727,0.01818181818181818,0.0,0.01818181818181818,0.03636363636363636,55,,
spot_782,0.20754716981132076,0.4339622641509434,0.20754716981132076,0.03773584905660377,0.0,0.018867924528301886,0.0,53,,
spot_783,0.0,0.5,0.12,0.02,0.06,0.0,0.06,50,,
spot_784,0.06382978723404255,0.40425531914893614,0.2765957446808511,0.02127659574468085,0.0,0.0425531914893617,0.02127659574468085,47,,
spot_785,0.0,0.2708333333333333,0.1875,0.08333333333333333,0.020833333333333332,0.0,0.041666666666666664,48,,
spot_786,0.0,0.25,0.4423076923076923,0.0,0.0,0.0,0.019230769230769232,52,,
spot_787,0.0,0.2711864406779661,0.576271186440678,0.0,0.0,0.0,0.05084745762711865,59,,
spot_788,0.5370370370370371,0.18518518518518517,0.037037037037037035,0.018518518518518517,0.0,0.0,0.05555555555555555,54,,
spot_789,0.6862745098039216,0.0392156862745098,0.0,0.09803921568627451,0.0,0.0,0.09803921568627451,51,,
spot_790,0.45,0.0,0.025,0.125,0.0,0.0,0.2,40,,
spot_791,0.041666666666666664,0.0,0.16666666666666666,0.041666666666666664,0.25,0.0,0.08333333333333333,24,,
spot_792,0.0,0.07692307692307693,0.19230769230769232,0.11538461538461539,0.0,0.0,0.11538461538461539,26,,
spot_794,0.0,0.0,0.0,0.2,0.0,0.2,0.6,5,,
spot_893,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4,,
spot_894,0.16666666666666666,0.041666666666666664,0.125,0.041666666666666664,0.375,0.0,0.16666666666666666,24,,
spot_895,0.425,0.15,0.1,0.0,0.175,0.0,0.05,40,,
spot_896,0.225,0.2,0.25,0.0,0.15,0.0,0.1,40,,
spot_897,0.25,0.35714285714285715,0.23214285714285715,0.03571428571428571,0.0,0.0,0.017857142857142856,56,,
spot_898,0.07142857142857142,0.48214285714285715,0.08928571428571429,0.017857142857142856,0.0,0.0,0.0,56,,
spot_899,0.0,0.5106382978723404,0.14893617021276595,0.0425531914893617,0.0,0.02127659574468085,0.02127659574468085,47,,
spot_900,0.041666666666666664,0.1875,0.3125,0.08333333333333333,0.0,0.0,0.0625,48,,
spot_901,0.0,0.20689655172413793,0.5,0.0,0.0,0.0,0.05172413793103448,58,,
spot_902,0.01694915254237288,0.4067796610169492,0.4915254237288136,0.0,0.0,0.0,0.0,59,,
spot_903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55,,
spot_904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,,
spot_905,0.85,0.0,0.0,0.0,0.05,0.0,0.05,40,,
spot_906,0.3548387096774194,0.0,0.0,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.22580645161290322,31,,
spot_907,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,12,,
spot_908,0.0,0.0,0.0,0.0,0.2,0.0,0.2,5,,
spot_910,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,,
spot_1008,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.2916666666666667,0.0,0.25,24,,
spot_1009,0.0,0.0,0.0,0.04,0.48,0.04,0.16,25,,
spot_1010,0.851063829787234,0.0,0.06382978723404255,0.0,0.02127659574468085,0.0,0.02127659574468085,47,,
spot_1011,0.7755102040816326,0.10204081632653061,0.0,0.04081632653061224,0.0,0.0,0.02040816326530612,49,,
spot_1012,0.9807692307692307,0.0,0.0,0.0,0.0,0.0,0.0,52,,
spot_1013,0.4528301886792453,0.39622641509433965,0.09433962264150944,0.03773584905660377,0.0,0.0,0.0,53,,
spot_1014,0.030303030303030304,0.30303030303030304,0.24242424242424243,0.030303030303030304,0.15151515151515152,0.0,0.0,33,,
spot_1015,0.04878048780487805,0.24390243902439024,0.24390243902439024,0.0,0.21951219512195122,0.024390243902439025,0.024390243902439025,41,,
spot_1016,0.0,0.4074074074074074,0.3333333333333333,0.0,0.018518518518518517,0.0,0.037037037037037035,54,,
spot_1017,0.04,0.38,0.32,0.0,0.02,0.0,0.02,50,,
spot_1018,0.8958333333333334,0.0,0.0,0.0,0.020833333333333332,0.0,0.041666666666666664,48,,
spot_1019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60,,
spot_1020,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50,,
spot_1021,0.42857142857142855,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.11904761904761904,0.0,0.16666666666666666,42,,
spot_1022,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.0,0.21052631578947367,19,,
spot_1029,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,0.0,6,,
spot_1122,0.05263157894736842,0.18421052631578946,0.39473684210526316,0.0,0.02631578947368421,0.0,0.05263157894736842,38,,
spot_1123,0.4878048780487805,0.0975609756097561,0.17073170731707318,0.07317073170731707,0.07317073170731707,0.024390243902439025,0.024390243902439025,41,,
spot_1124,0.17142857142857143,0.02857142857142857,0.02857142857142857,0.08571428571428572,0.42857142857142855,0.0,0.14285714285714285,35,,
spot_1125,0.12,0.04,0.0,0.0,0.4,0.0,0.2,25,,
spot_1126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,,
spot_1127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60,,
spot_1128,0.8823529411764706,0.0196078431372549,0.0196078431372549,0.0,0.0392156862745098,0.0,0.0,51,,
spot_1129,0.13513513513513514,0.4594594594594595,0.08108108108108109,0.05405405405405406,0.10810810810810811,0.0,0.05405405405405406,37,,
spot_1130,0.09259259259259259,0.16666666666666666,0.3333333333333333,0.05555555555555555,0.018518518518518517,0.05555555555555555,0.037037037037037035,54,,
spot_1131,0.0,0.3888888888888889,0.3333333333333333,0.0,0.0,0.0,0.037037037037037035,54,,
spot_1132,0.07547169811320754,0.41509433962264153,0.22641509433962265,0.018867924528301886,0.0,0.018867924528301886,0.018867924528301886,53,,
spot_1133,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,52,,
spot_1134,0.9818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,55,,
spot_1135,0.9787234042553191,0.0,0.0,0.0,0.0,0.0,0.0,47,,
spot_1136,0.2926829268292683,0.1951219512195122,0.07317073170731707,0.04878048780487805,0.14634146341463414,0.0,0.12195121951219512,41,,
spot_1137,0.10526315789473684,0.05263157894736842,0.21052631578947367,0.0,0.15789473684210525,0.0,0.0,19,,
spot_1140,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,7,,
spot_1143,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,6,,
spot_1237,0.0,0.0,0.0,0.0625,0.25,0.0625,0.4375,16,,
spot_1238,0.02857142857142857,0.11428571428571428,0.08571428571428572,0.0,0.3142857142857143,0.0,0.11428571428571428,35,,
spot_1239,0.22448979591836735,0.12244897959183673,0.22448979591836735,0.10204081632653061,0.08163265306122448,0.0,0.12244897959183673,49,,
spot_1240,0.0,0.0,0.0,0.07142857142857142,0.21428571428571427,0.0,0.14285714285714285,14,,
spot_1241,0.7857142857142857,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,28,,
spot_1242,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48,,
spot_1243,0.8653846153846154,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.019230769230769232,0.0,0.0,52,,
spot_1244,0.32653061224489793,0.22448979591836735,0.1836734693877551,0.061224489795918366,0.0,0.0,0.061224489795918366,49,,
spot_1245,0.022222222222222223,0.3111111111111111,0.3111111111111111,0.0,0.2,0.0,0.044444444444444446,45,,
spot_1246,0.02,0.42,0.32,0.0,0.0,0.0,0.0,50,,
spot_1247,0.05555555555555555,0.42592592592592593,0.12962962962962962,0.07407407407407407,0.0,0.0,0.05555555555555555,54,,
spot_1248,0.6470588235294118,0.11764705882352941,0.0784313725490196,0.0392156862745098,0.0,0.0,0.058823529411764705,51,,
spot_1249,0.7692307692307693,0.07692307692307693,0.038461538461538464,0.019230769230769232,0.0,0.0,0.038461538461538464,52,,
spot_1250,0.05128205128205128,0.48717948717948717,0.1282051282051282,0.05128205128205128,0.0,0.02564102564102564,0.1282051282051282,39,,
spot_1251,0.16326530612244897,0.12244897959183673,0.22448979591836735,0.0,0.12244897959183673,0.04081632653061224,0.14285714285714285,49,,
spot_1253,0.0,0.0,0.0,0.2,0.0,0.0,0.2,5,,
spot_1254,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4,,
spot_1255,0.0,0.0,0.0,0.125,0.0,0.0,0.75,8,,
spot_1256,0.0,0.0,0.0,0.0,0.4,0.0,0.4,5,,
spot_1351,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.5,6,,
spot_1352,0.0,0.0,0.0,0.0,0.125,0.0,0.5,8,,
spot_1353,0.0,0.08571428571428572,0.08571428571428572,0.11428571428571428,0.2857142857142857,0.02857142857142857,0.14285714285714285,35,,
spot_1354,0.1,0.1,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.03333333333333333,0.06666666666666667,30,,
spot_1355,0.043478260869565216,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.2608695652173913,0.0,0.21739130434782608,23,,
spot_1356,0.0,0.13333333333333333,0.0,0.0,0.4,0.0,0.13333333333333333,15,,
spot_1357,0.8076923076923077,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,26,,
spot_1358,0.4166666666666667,0.05555555555555555,0.0,0.027777777777777776,0.08333333333333333,0.0,0.08333333333333333,36,,
spot_1359,0.2,0.05714285714285714,0.22857142857142856,0.02857142857142857,0.2,0.0,0.08571428571428572,35,,
spot_1360,0.17647058823529413,0.1568627450980392,0.35294117647058826,0.0196078431372549,0.0196078431372549,0.0,0.09803921568627451,51,,
spot_1361,0.16363636363636364,0.2727272727272727,0.2,0.01818181818181818,0.0,0.0,0.0,55,,
spot_1362,0.1951219512195122,0.36585365853658536,0.12195121951219512,0.0,0.0,0.04878048780487805,0.04878048780487805,41,,
spot_1363,0.16,0.5,0.1,0.02,0.0,0.0,0.1,50,,
spot_1364,0.0,0.5,0.19230769230769232,0.057692307692307696,0.0,0.0,0.11538461538461539,52,,
spot_1365,0.22,0.2,0.3,0.02,0.06,0.0,0.14,50,,
spot_1366,0.05,0.05,0.05,0.15,0.45,0.1,0.1,20,,
spot_1367,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.11764705882352941,17,,
spot_1368,0.0,0.0,0.0,0.0,0.5,0.0,0.3333333333333333,12,,
spot_1466,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.3333333333333333,18,,
spot_1467,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.42857142857142855,7,,
spot_1468,0.0,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,12,,
spot_1469,0.0,0.06451612903225806,0.12903225806451613,0.1935483870967742,0.2903225806451613,0.0,0.16129032258064516,31,,
spot_1470,0.0,0.07692307692307693,0.0,0.07692307692307693,0.5384615384615384,0.0,0.07692307692307693,13,,
spot_1471,0.0,0.05263157894736842,0.05263157894736842,0.2631578947368421,0.3684210526315789,0.0,0.05263157894736842,19,,
spot_1472,0.0,0.0,0.0,0.15384615384615385,0.23076923076923078,0.0,0.23076923076923078,13,,
spot_1473,0.1,0.0,0.0,0.1,0.4,0.0,0.15,20,,
spot_1474,0.0625,0.0625,0.0625,0.125,0.375,0.0,0.125,16,,
spot_1475,0.5434782608695652,0.06521739130434782,0.06521739130434782,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.043478260869565216,46,,
spot_1476,0.19607843137254902,0.13725490196078433,0.35294117647058826,0.09803921568627451,0.0,0.0196078431372549,0.11764705882352941,51,,
spot_1477,0.08333333333333333,0.2916666666666667,0.3125,0.0625,0.041666666666666664,0.0,0.041666666666666664,48,,
spot_1478,0.15217391304347827,0.21739130434782608,0.2608695652173913,0.021739130434782608,0.043478260869565216,0.0,0.08695652173913043,46,,
spot_1479,0.08,0.2,0.32,0.04,0.06,0.0,0.1,50,,
spot_1480,0.0,0.08,0.04,0.04,0.16,0.04,0.28,25,,
spot_1481,0.09523809523809523,0.0,0.14285714285714285,0.14285714285714285,0.0,0.09523809523809523,0.2857142857142857,21,,
spot_1482,0.0,0.047619047619047616,0.0,0.0,0.2857142857142857,0.047619047619047616,0.38095238095238093,21,,
spot_1483,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,7,,
spot_1484,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,3,,
spot_1485,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.7142857142857143,7,,
spot_1582,0.0,0.07142857142857142,0.0,0.0,0.5,0.0,0.0,14,,
spot_1583,0.0,0.0,0.0625,0.0625,0.125,0.0,0.1875,16,,
spot_1584,0.125,0.2,0.225,0.175,0.075,0.0,0.075,40,,
spot_1585,0.0,0.1,0.15,0.0,0.35,0.05,0.0,20,,
spot_1586,0.0,0.0,0.0,0.0,0.375,0.0,0.125,8,,
spot_1587,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.0,0.2727272727272727,11,,
spot_1588,0.1,0.0,0.1,0.1,0.2,0.0,0.1,10,,
spot_1589,0.15789473684210525,0.0,0.0,0.10526315789473684,0.2631578947368421,0.0,0.21052631578947367,19,,
spot_1590,0.9375,0.0,0.0,0.0,0.0625,0.0,0.0,48,,
spot_1591,0.7894736842105263,0.0,0.0,0.02631578947368421,0.13157894736842105,0.0,0.05263157894736842,38,,
spot_1592,0.20454545454545456,0.09090909090909091,0.4090909090909091,0.0,0.0,0.022727272727272728,0.06818181818181818,44,,
spot_1593,0.16666666666666666,0.05555555555555555,0.5555555555555556,0.09259259259259259,0.0,0.0,0.037037037037037035,54,,
spot_1594,0.06451612903225806,0.03225806451612903,0.16129032258064516,0.03225806451612903,0.25806451612903225,0.0,0.16129032258064516,31,,
spot_1595,0.09090909090909091,0.0,0.0,0.36363636363636365,0.18181818181818182,0.0,0.2727272727272727,11,,
spot_1596,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.42105263157894735,19,,
spot_1597,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3,,
spot_1598,0.0,0.0,0.0,0.0,0.0,0.0,0.25,4,,
spot_1599,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,,
spot_1601,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,3,,
spot_1695,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.2727272727272727,11,,
spot_1696,0.0,0.038461538461538464,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.0,0.038461538461538464,26,,
spot_1697,0.05,0.0,0.15,0.0,0.0,0.0,0.15,20,,
spot_1698,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.09090909090909091,11,,
spot_1699,0.0,0.05555555555555555,0.0,0.16666666666666666,0.2777777777777778,0.0,0.1111111111111111,18,,
spot_1700,0.03125,0.09375,0.125,0.03125,0.15625,0.0,0.03125,32,,
spot_1701,0.045454545454545456,0.045454545454545456,0.18181818181818182,0.0,0.09090909090909091,0.045454545454545456,0.045454545454545456,22,,
spot_1702,0.02857142857142857,0.02857142857142857,0.22857142857142856,0.3142857142857143,0.08571428571428572,0.0,0.05714285714285714,35,,
spot_1703,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.05555555555555555,18,,
spot_1704,0.0,0.10526315789473684,0.05263157894736842,0.0,0.42105263157894735,0.0,0.15789473684210525,19,,
spot_1705,0.35714285714285715,0.0,0.10714285714285714,0.07142857142857142,0.21428571428571427,0.03571428571428571,0.10714285714285714,28,,
spot_1706,0.5142857142857142,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.11428571428571428,0.0,0.14285714285714285,35,,
spot_1707,0.0,0.044444444444444446,0.4222222222222222,0.044444444444444446,0.1111111111111111,0.0,0.17777777777777778,45,,
spot_1708,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.5454545454545454,0.18181818181818182,0.0,0.045454545454545456,22,,
spot_1709,0.14285714285714285,0.0,0.14285714285714285,0.0,0.42857142857142855,0.0,0.14285714285714285,7,,
spot_1710,0.2,0.0,0.0,0.0,0.4,0.0,0.2,5,,
spot_1711,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,13,,
spot_1713,0.0,0.25,0.0,0.5,0.0,0.0,0.25,4,,
spot_1714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3,,
spot_1715,0.0,0.2,0.0,0.3,0.1,0.0,0.3,10,,
spot_1809,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.0,13,,
spot_1810,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0,0.10526315789473684,19,,
spot_1811,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,15,,
spot_1812,0.0,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.42105263157894735,0.05263157894736842,0.10526315789473684,19,,
spot_1813,0.0,0.0,0.2,0.06666666666666667,0.4,0.0,0.26666666666666666,15,,
spot_1814,0.0,0.058823529411764705,0.0,0.058823529411764705,0.11764705882352941,0.0,0.23529411764705882,17,,
spot_1815,0.0,0.0,0.0,0.0,0.5,0.0,0.08333333333333333,12,,
spot_1816,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.0967741935483871,0.16129032258064516,0.0,0.0967741935483871,31,,
spot_1817,0.0,0.09375,0.28125,0.25,0.0625,0.0,0.09375,32,,
spot_1818,0.0,0.1,0.1,0.25,0.15,0.1,0.1,20,,
spot_1819,0.13636363636363635,0.09090909090909091,0.0,0.18181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,22,,
spot_1820,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,15,,
spot_1821,0.0,0.0,0.17647058823529413,0.058823529411764705,0.17647058823529413,0.058823529411764705,0.0,17,,
spot_1822,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,7,,
spot_1823,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.18181818181818182,11,,
