,B cells,CD4+ T cells,CD8+ T cells,Macrophages,Endothelial,Epithelial,Fibroblasts,n_cells,spot_x,spot_y
spot_193,0.030303030303030304,0.15151515151515152,0.18181818181818182,0.15151515151515152,0.0,0.0,0.0,33,,
spot_194,0.0,0.20454545454545456,0.4318181818181818,0.09090909090909091,0.0,0.0,0.0,44,,
spot_195,0.08695652173913043,0.34782608695652173,0.13043478260869565,0.17391304347826086,0.0,0.0,0.0,23,,
spot_196,0.03333333333333333,0.23333333333333334,0.03333333333333333,0.0,0.1,0.0,0.0,30,,
spot_197,0.03125,0.09375,0.0625,0.0625,0.15625,0.0,0.03125,32,,
spot_198,0.6222222222222222,0.2222222222222222,0.0,0.022222222222222223,0.0,0.0,0.0,45,,
spot_199,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50,,
spot_200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,,
spot_201,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,,
spot_202,0.9491525423728814,0.01694915254237288,0.01694915254237288,0.0,0.0,0.0,0.0,59,,
spot_203,0.38461538461538464,0.2692307692307692,0.09615384615384616,0.0,0.0,0.0,0.0,52,,
spot_204,0.0425531914893617,0.2978723404255319,0.3617021276595745,0.06382978723404255,0.02127659574468085,0.0,0.0,47,,
spot_205,0.5882352941176471,0.13725490196078433,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.0,0.0,51,,
spot_298,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,9,,
spot_299,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,6,,
spot_300,0.0,0.0,0.0,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,9,,
spot_301,0.0,0.0,0.0625,0.25,0.0,0.125,0.0,16,,
spot_302,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4,,
spot_303,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,7,,
spot_304,0.0,0.0,0.0,0.0,0.375,0.0,0.375,8,,
spot_305,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5,,
spot_306,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,12,,
spot_307,0.11764705882352941,0.23529411764705882,0.3235294117647059,0.029411764705882353,0.029411764705882353,0.0,0.0,34,,
spot_308,0.23404255319148937,0.19148936170212766,0.40425531914893614,0.0851063829787234,0.0,0.0,0.0,47,,
spot_309,0.025,0.15,0.25,0.05,0.075,0.0,0.0,40,,
spot_310,0.0,0.09523809523809523,0.23809523809523808,0.14285714285714285,0.047619047619047616,0.0,0.047619047619047616,21,,
spot_311,0.0,0.08,0.08,0.0,0.2,0.0,0.08,25,,
spot_312,0.10714285714285714,0.0,0.03571428571428571,0.07142857142857142,0.21428571428571427,0.03571428571428571,0.0,28,,
spot_313,0.9375,0.020833333333333332,0.0,0.041666666666666664,0.0,0.0,0.0,48,,
spot_314,0.9148936170212766,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0,0.0425531914893617,47,,
spot_315,0.9642857142857143,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,56,,
spot_316,0.9454545454545454,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,55,,
spot_317,0.9375,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,48,,
spot_318,0.5306122448979592,0.12244897959183673,0.02040816326530612,0.02040816326530612,0.04081632653061224,0.0,0.0,49,,
spot_319,0.16216216216216217,0.05405405405405406,0.1891891891891892,0.02702702702702703,0.1891891891891892,0.0,0.24324324324324326,37,,
spot_320,0.08620689655172414,0.41379310344827586,0.22413793103448276,0.13793103448275862,0.0,0.0,0.017241379310344827,58,,
spot_412,0.13333333333333333,0.0,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.0,0.06666666666666667,15,,
spot_413,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.19230769230769232,0.0,0.038461538461538464,26,,
spot_414,0.034482758620689655,0.20689655172413793,0.4482758620689655,0.034482758620689655,0.0,0.0,0.0,29,,
spot_415,0.0,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.0,0.07142857142857142,14,,
spot_416,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,17,,
spot_417,0.0,0.2,0.0,0.0,0.0,0.0,0.0,5,,
spot_418,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,7,,
spot_419,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3,,
spot_422,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.6428571428571429,0.0,14,,
spot_423,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,9,,
spot_424,0.15384615384615385,0.23076923076923078,0.20512820512820512,0.05128205128205128,0.05128205128205128,0.0,0.0,39,,
spot_425,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.35294117647058826,0.0,0.0,17,,
spot_426,0.0,0.0625,0.0,0.0,0.375,0.0,0.0625,16,,
spot_427,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.3333333333333333,0.0,0.0,15,,
spot_428,0.875,0.0,0.0,0.1,0.0,0.0,0.0,40,,
spot_429,0.9230769230769231,0.0,0.0,0.019230769230769232,0.019230769230769232,0.0,0.0,52,,
spot_430,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,,
spot_431,0.9661016949152542,0.0,0.0,0.01694915254237288,0.0,0.0,0.0,59,,
spot_432,0.9661016949152542,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,59,,
spot_433,0.8653846153846154,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,52,,
spot_434,0.18181818181818182,0.06060606060606061,0.15151515151515152,0.06060606060606061,0.12121212121212122,0.0,0.24242424242424243,33,,
spot_527,0.0,0.1111111111111111,0.25925925925925924,0.18518518518518517,0.07407407407407407,0.0,0.0,27,,
spot_528,0.0,0.15384615384615385,0.2692307692307692,0.15384615384615385,0.038461538461538464,0.0,0.0,26,,
spot_529,0.0,0.0,0.1,0.0,0.45,0.0,0.0,20,,
spot_530,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,13,,
spot_531,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.2727272727272727,11,,
spot_532,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,3,,
spot_534,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3,,
spot_535,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3,,
spot_536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,
spot_537,0.0,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.0,0.0,0.15384615384615385,13,,
spot_538,0.06666666666666667,0.06666666666666667,0.16666666666666666,0.13333333333333333,0.13333333333333333,0.0,0.0,30,,
spot_539,0.0,0.038461538461538464,0.0,0.07692307692307693,0.46153846153846156,0.0,0.0,26,,
spot_540,0.5862068965517241,0.034482758620689655,0.0,0.1724137931034483,0.06896551724137931,0.034482758620689655,0.0,29,,
spot_541,0.5348837209302325,0.023255813953488372,0.0,0.11627906976744186,0.023255813953488372,0.023255813953488372,0.0,43,,
spot_542,0.2857142857142857,0.047619047619047616,0.047619047619047616,0.09523809523809523,0.09523809523809523,0.0,0.0,21,,
spot_543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,,
spot_545,0.7894736842105263,0.0,0.05263157894736842,0.15789473684210525,0.0,0.0,0.0,19,,
spot_546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49,,
spot_547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50,,
spot_548,0.5833333333333334,0.16666666666666666,0.0625,0.041666666666666664,0.0,0.0,0.0,48,,
spot_549,0.09523809523809523,0.023809523809523808,0.30952380952380953,0.07142857142857142,0.11904761904761904,0.0,0.23809523809523808,42,,
spot_641,0.42857142857142855,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,42,,
spot_642,0.038461538461538464,0.34615384615384615,0.46153846153846156,0.038461538461538464,0.0,0.0,0.0,52,,
spot_643,0.17777777777777778,0.37777777777777777,0.13333333333333333,0.044444444444444446,0.08888888888888889,0.0,0.022222222222222223,45,,
spot_644,0.20930232558139536,0.20930232558139536,0.3953488372093023,0.0,0.06976744186046512,0.0,0.0,43,,
spot_645,0.12903225806451613,0.0,0.16129032258064516,0.12903225806451613,0.3225806451612903,0.0,0.0,31,,
spot_646,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,7,,
spot_647,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,6,,
spot_648,0.0,0.0,0.0,0.125,0.375,0.0,0.375,8,,
spot_649,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,6,,
spot_650,0.0,0.0,0.0,0.0,0.25,0.0,0.25,4,,
spot_651,0.0,0.0,0.0,0.0,0.5,0.0,0.4,10,,
spot_652,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,9,,
spot_653,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.0,0.0,0.07142857142857142,14,,
spot_654,0.0625,0.0,0.125,0.0625,0.0625,0.25,0.0,16,,
spot_655,0.41025641025641024,0.02564102564102564,0.07692307692307693,0.05128205128205128,0.2564102564102564,0.0,0.0,39,,
spot_656,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56,,
spot_657,1.0,0.0,0.0,0.0,0.0,0.0,0.0,54,,
spot_658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46,,
spot_659,0.6111111111111112,0.0,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.0,18,,
spot_660,0.25,0.0,0.0,0.0,0.75,0.0,0.0,4,,
spot_661,0.0,0.0,0.0,0.0,0.125,0.125,0.0,8,,
spot_662,0.0,0.0,0.0,0.11764705882352941,0.29411764705882354,0.0,0.0,17,,
spot_663,0.7083333333333334,0.0,0.10416666666666667,0.020833333333333332,0.0625,0.0,0.0,48,,
spot_756,0.3783783783783784,0.16216216216216217,0.0,0.05405405405405406,0.10810810810810811,0.0,0.02702702702702703,37,,
spot_757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49,,
spot_758,0.9807692307692307,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,52,,
spot_759,0.46808510638297873,0.0851063829787234,0.1276595744680851,0.02127659574468085,0.0851063829787234,0.0,0.02127659574468085,47,,
spot_760,0.40476190476190477,0.14285714285714285,0.16666666666666666,0.07142857142857142,0.047619047619047616,0.0,0.0,42,,
spot_761,0.25,0.125,0.225,0.025,0.075,0.0,0.0,40,,
spot_762,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.0,0.0,15,,
spot_763,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.0,11,,
spot_764,0.0,0.058823529411764705,0.0,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.0,17,,
spot_765,0.0,0.22857142857142856,0.2,0.08571428571428572,0.14285714285714285,0.0,0.0,35,,
spot_766,0.0,0.07142857142857142,0.2619047619047619,0.023809523809523808,0.047619047619047616,0.0,0.0,42,,
spot_767,0.06896551724137931,0.06896551724137931,0.2413793103448276,0.13793103448275862,0.0,0.0,0.0,29,,
spot_768,0.0,0.1111111111111111,0.16666666666666666,0.1111111111111111,0.2222222222222222,0.05555555555555555,0.16666666666666666,18,,
spot_769,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.4444444444444444,9,,
spot_770,0.39473684210526316,0.05263157894736842,0.10526315789473684,0.0,0.10526315789473684,0.0,0.0,38,,
spot_771,0.8076923076923077,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,52,,
spot_772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52,,
spot_773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,63,,
spot_774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59,,
spot_775,0.8431372549019608,0.0,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0,0.0,51,,
spot_776,0.6206896551724138,0.10344827586206896,0.0,0.06896551724137931,0.1724137931034483,0.0,0.0,29,,
spot_777,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,9,,
spot_778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,,
spot_871,0.47368421052631576,0.0,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.10526315789473684,0.0,19,,
spot_872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51,,
spot_873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,,
spot_874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53,,
spot_875,0.45652173913043476,0.08695652173913043,0.06521739130434782,0.043478260869565216,0.10869565217391304,0.0,0.0,46,,
spot_876,0.4897959183673469,0.1836734693877551,0.20408163265306123,0.02040816326530612,0.02040816326530612,0.0,0.0,49,,
spot_877,0.08823529411764706,0.17647058823529413,0.14705882352941177,0.14705882352941177,0.08823529411764706,0.0,0.0,34,,
spot_878,0.0,0.06666666666666667,0.2,0.13333333333333333,0.16666666666666666,0.06666666666666667,0.03333333333333333,30,,
spot_879,0.1111111111111111,0.0,0.05555555555555555,0.0,0.2222222222222222,0.0,0.2222222222222222,18,,
spot_880,0.0,0.0,0.0,0.1,0.3,0.0,0.4,10,,
spot_881,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.2777777777777778,0.0,0.05555555555555555,18,,
spot_882,0.02857142857142857,0.2857142857142857,0.2,0.02857142857142857,0.08571428571428572,0.0,0.0,35,,
spot_883,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.0,0.0,13,,
spot_884,0.0,0.0,0.0,0.25,0.0,0.0,0.0,8,,
spot_885,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.0,0.10526315789473684,19,,
spot_886,0.4358974358974359,0.05128205128205128,0.05128205128205128,0.07692307692307693,0.10256410256410256,0.0,0.05128205128205128,39,,
spot_887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55,,
spot_888,0.9824561403508771,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,57,,
spot_889,0.6530612244897959,0.1836734693877551,0.14285714285714285,0.0,0.0,0.0,0.0,49,,
spot_890,0.0,0.3275862068965517,0.603448275862069,0.017241379310344827,0.0,0.0,0.0,58,,
spot_891,0.16326530612244897,0.3673469387755102,0.20408163265306123,0.04081632653061224,0.04081632653061224,0.02040816326530612,0.0,49,,
spot_892,0.16666666666666666,0.16666666666666666,0.19047619047619047,0.11904761904761904,0.047619047619047616,0.0,0.0,42,,
spot_985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,,
spot_986,0.47058823529411764,0.0,0.0,0.0,0.058823529411764705,0.29411764705882354,0.0,17,,
spot_987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41,,
spot_988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,47,,
spot_989,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43,,
spot_990,0.047619047619047616,0.0,0.2857142857142857,0.19047619047619047,0.23809523809523808,0.19047619047619047,0.0,21,,
spot_991,0.1935483870967742,0.12903225806451613,0.16129032258064516,0.0967741935483871,0.25806451612903225,0.0,0.0,31,,
spot_992,0.0,0.16666666666666666,0.125,0.0,0.16666666666666666,0.08333333333333333,0.0,24,,
spot_993,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.0,0.42857142857142855,14,,
spot_994,0.0,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.0,9,,
spot_995,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,7,,
spot_996,0.0,0.0,0.0,0.0,0.375,0.0,0.0,8,,
spot_997,0.03333333333333333,0.26666666666666666,0.3333333333333333,0.0,0.1,0.0,0.0,30,,
spot_998,0.0,0.07692307692307693,0.11538461538461539,0.07692307692307693,0.11538461538461539,0.0,0.0,26,,
spot_999,0.0,0.0625,0.0625,0.125,0.1875,0.0,0.0,16,,
spot_1000,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,,
spot_1001,0.0,0.0,0.0,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,7,,
spot_1002,0.4,0.0,0.0,0.13333333333333333,0.2,0.0,0.0,15,,
spot_1003,0.5869565217391305,0.0,0.08695652173913043,0.021739130434782608,0.043478260869565216,0.0,0.0,46,,
spot_1004,0.43137254901960786,0.17647058823529413,0.23529411764705882,0.0196078431372549,0.0392156862745098,0.0,0.0,51,,
spot_1005,0.1,0.44,0.18,0.06,0.0,0.0,0.0,50,,
spot_1006,0.0,0.4791666666666667,0.1875,0.0,0.0,0.0,0.041666666666666664,48,,
spot_1007,0.2708333333333333,0.3125,0.125,0.08333333333333333,0.0,0.0,0.0,48,,
spot_1099,0.0,0.0,0.0,0.5454545454545454,0.0,0.45454545454545453,0.0,11,,
spot_1101,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5,,
spot_1102,0.29411764705882354,0.0,0.0,0.47058823529411764,0.058823529411764705,0.0,0.0,17,,
spot_1103,0.17647058823529413,0.0,0.11764705882352941,0.35294117647058826,0.058823529411764705,0.17647058823529413,0.0,17,,
spot_1104,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.5,0.0,6,,
spot_1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,,
spot_1106,0.0,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.0,0.07692307692307693,13,,
spot_1107,0.045454545454545456,0.0,0.09090909090909091,0.0,0.4090909090909091,0.0,0.045454545454545456,22,,
spot_1108,0.0,0.06666666666666667,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,15,,
spot_1109,0.0,0.14285714285714285,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,14,,
spot_1110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,,
spot_1113,0.0,0.125,0.0,0.0,0.25,0.0,0.125,8,,
spot_1114,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.07692307692307693,0.38461538461538464,13,,
spot_1115,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.0,11,,
spot_1116,0.0,0.0,0.0,0.125,0.0,0.125,0.375,8,,
spot_1117,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.2727272727272727,11,,
spot_1118,0.0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.07142857142857142,0.21428571428571427,14,,
spot_1119,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,6,,
spot_1120,0.08333333333333333,0.125,0.041666666666666664,0.041666666666666664,0.125,0.0,0.0,24,,
spot_1121,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.2222222222222222,0.05555555555555555,0.0,0.0,18,,
spot_1214,0.0,0.0,0.0,0.7368421052631579,0.0,0.2631578947368421,0.0,19,,
spot_1215,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,3,,
spot_1216,0.0,0.125,0.125,0.0,0.0,0.0,0.0,8,,
spot_1217,0.029411764705882353,0.11764705882352941,0.4117647058823529,0.0,0.14705882352941177,0.0,0.0,34,,
spot_1218,0.043478260869565216,0.30434782608695654,0.2391304347826087,0.15217391304347827,0.021739130434782608,0.0,0.0,46,,
spot_1219,0.04,0.16,0.4,0.0,0.16,0.0,0.0,25,,
spot_1220,0.06896551724137931,0.3103448275862069,0.3103448275862069,0.0,0.1724137931034483,0.0,0.034482758620689655,29,,
spot_1221,0.0,0.4,0.1,0.05,0.25,0.0,0.05,20,,
spot_1222,0.0,0.06666666666666667,0.13333333333333333,0.2,0.13333333333333333,0.0,0.13333333333333333,15,,
spot_1223,0.0625,0.3541666666666667,0.3125,0.0625,0.10416666666666667,0.0,0.0,48,,
spot_1224,0.0,0.3,0.48,0.06,0.02,0.0,0.0,50,,
spot_1225,0.11904761904761904,0.16666666666666666,0.3333333333333333,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.0,42,,
spot_1226,0.08571428571428572,0.3142857142857143,0.2857142857142857,0.05714285714285714,0.08571428571428572,0.0,0.0,35,,
spot_1227,0.09302325581395349,0.2558139534883721,0.27906976744186046,0.16279069767441862,0.0,0.0,0.0,43,,
spot_1228,0.0,0.19230769230769232,0.19230769230769232,0.038461538461538464,0.2692307692307692,0.0,0.038461538461538464,26,,
spot_1229,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,7,,
spot_1230,0.0,0.05,0.0,0.05,0.4,0.0,0.1,20,,
spot_1231,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5,,
spot_1232,0.0,0.0,0.0,0.125,0.125,0.0,0.0,8,,
spot_1233,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,7,,
spot_1234,0.0,0.0,0.0,0.0,0.0,0.0,0.625,8,,
spot_1235,0.0,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,12,,
spot_1236,0.0,0.0,0.0625,0.1875,0.125,0.0,0.125,16,,
spot_1328,0.0,0.0,0.07142857142857142,0.35714285714285715,0.0,0.5714285714285714,0.0,14,,
spot_1331,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,12,,
spot_1332,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.08333333333333333,12,,
spot_1333,0.06666666666666667,0.13333333333333333,0.2,0.13333333333333333,0.0,0.0,0.0,15,,
spot_1334,0.0,0.21875,0.3125,0.125,0.125,0.0,0.0,32,,
spot_1335,0.08,0.16,0.08,0.08,0.24,0.0,0.0,25,,
spot_1336,0.0,0.2926829268292683,0.2926829268292683,0.024390243902439025,0.04878048780487805,0.0,0.0,41,,
spot_1337,0.04,0.28,0.36,0.04,0.16,0.04,0.0,25,,
spot_1338,0.0,0.09523809523809523,0.2857142857142857,0.14285714285714285,0.09523809523809523,0.0,0.0,21,,
spot_1339,0.0625,0.125,0.125,0.125,0.0625,0.0625,0.0,16,,
spot_1340,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.2777777777777778,18,,
spot_1341,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.0,0.0,13,,
spot_1342,0.0,0.0,0.22580645161290322,0.0967741935483871,0.06451612903225806,0.0,0.03225806451612903,31,,
spot_1343,0.0,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,9,,
spot_1344,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,6,,
spot_1345,0.0,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.11764705882352941,17,,
spot_1346,0.0,0.1111111111111111,0.0,0.1111111111111111,0.5555555555555556,0.1111111111111111,0.0,9,,
spot_1347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,,
spot_1348,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,7,,
spot_1349,0.0,0.21739130434782608,0.13043478260869565,0.043478260869565216,0.043478260869565216,0.0,0.21739130434782608,23,,
spot_1350,0.0,0.0,0.05555555555555555,0.05555555555555555,0.5555555555555556,0.0,0.1111111111111111,18,,
spot_1446,0.0,0.14285714285714285,0.0,0.0,0.21428571428571427,0.0,0.14285714285714285,14,,
spot_1447,0.047619047619047616,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.0,0.047619047619047616,21,,
spot_1448,0.04,0.08,0.08,0.08,0.16,0.0,0.08,25,,
spot_1449,0.0,0.1935483870967742,0.03225806451612903,0.0,0.12903225806451613,0.0,0.06451612903225806,31,,
spot_1450,0.0,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,11,,
spot_1451,0.0,0.0,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,11,,
spot_1452,0.0,0.0625,0.25,0.125,0.0625,0.0,0.0625,16,,
spot_1453,0.06666666666666667,0.3333333333333333,0.3,0.06666666666666667,0.0,0.0,0.03333333333333333,30,,
spot_1454,0.02857142857142857,0.14285714285714285,0.42857142857142855,0.02857142857142857,0.0,0.0,0.0,35,,
spot_1455,0.02857142857142857,0.2,0.42857142857142855,0.02857142857142857,0.02857142857142857,0.0,0.0,35,,
