,B cells,T cells,Macrophages,Endothelial,Epithelial,Fibroblasts,n_cells,spot_x,spot_y
spot_123,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.42857142857142855,7,879.0092070102692,117.47262227999416
spot_124,0.0,0.0,0.42857142857142855,0.2857142857142857,0.0,0.2857142857142857,7,979.0092070102692,117.47262227999416
spot_125,0.43478260869565216,0.06521739130434782,0.21739130434782608,0.06521739130434782,0.0,0.21739130434782608,46,1079.0092070102692,117.47262227999416
spot_126,0.76,0.08,0.16,0.0,0.0,0.0,50,1179.0092070102692,117.47262227999416
spot_127,0.24324324324324326,0.13513513513513514,0.21621621621621623,0.2972972972972973,0.0,0.10810810810810811,37,1279.0092070102692,117.47262227999416
spot_128,0.6666666666666666,0.21568627450980393,0.11764705882352941,0.0,0.0,0.0,51,1379.0092070102692,117.47262227999416
spot_129,0.2777777777777778,0.46296296296296297,0.24074074074074073,0.0,0.0,0.018518518518518517,54,1479.0092070102692,117.47262227999416
spot_130,0.09615384615384616,0.34615384615384615,0.28846153846153844,0.09615384615384616,0.0,0.17307692307692307,52,1579.0092070102692,117.47262227999416
spot_131,0.0,0.3888888888888889,0.2777777777777778,0.25,0.0,0.08333333333333333,36,1679.0092070102692,117.47262227999416
spot_132,0.0,0.05,0.25,0.3,0.0,0.4,20,1779.0092070102692,117.47262227999416
spot_133,0.6511627906976745,0.09302325581395349,0.16279069767441862,0.046511627906976744,0.0,0.046511627906976744,43,1879.0092070102692,117.47262227999416
spot_134,0.9107142857142857,0.03571428571428571,0.05357142857142857,0.0,0.0,0.0,56,1979.0092070102692,117.47262227999416
spot_135,0.75,0.1346153846153846,0.09615384615384616,0.0,0.0,0.019230769230769232,52,2079.009207010269,117.47262227999416
spot_136,0.09302325581395349,0.5116279069767442,0.20930232558139536,0.09302325581395349,0.0,0.09302325581395349,43,2179.009207010269,117.47262227999416
spot_137,0.11428571428571428,0.22857142857142856,0.2,0.22857142857142856,0.0,0.22857142857142856,35,2279.009207010269,117.47262227999416
spot_234,0.0,0.25,0.0,0.25,0.0,0.5,4,529.0092070102692,204.07516265843802
spot_236,0.25,0.25,0.25,0.0,0.0,0.25,4,729.0092070102692,204.07516265843802
spot_237,0.0,0.2916666666666667,0.4166666666666667,0.125,0.0,0.16666666666666666,24,829.0092070102692,204.07516265843802
spot_238,0.057692307692307696,0.5961538461538461,0.21153846153846154,0.07692307692307693,0.0,0.057692307692307696,52,929.0092070102692,204.07516265843802
spot_239,0.6785714285714286,0.17857142857142858,0.10714285714285714,0.0,0.0,0.03571428571428571,56,1029.0092070102692,204.07516265843802
spot_240,1.0,0.0,0.0,0.0,0.0,0.0,50,1129.0092070102692,204.07516265843802
spot_241,0.2857142857142857,0.03571428571428571,0.03571428571428571,0.5,0.0,0.14285714285714285,28,1229.0092070102692,204.07516265843802
spot_242,0.1724137931034483,0.10344827586206896,0.3103448275862069,0.3448275862068966,0.0,0.06896551724137931,29,1329.0092070102692,204.07516265843802
spot_243,0.275,0.15,0.15,0.275,0.0,0.15,40,1429.0092070102692,204.07516265843802
spot_244,0.0,0.058823529411764705,0.23529411764705882,0.47058823529411764,0.0,0.23529411764705882,17,1529.0092070102692,204.07516265843802
spot_245,0.041666666666666664,0.4166666666666667,0.08333333333333333,0.25,0.0,0.20833333333333334,24,1629.0092070102692,204.07516265843802
spot_246,0.0,0.15384615384615385,0.19230769230769232,0.34615384615384615,0.0,0.3076923076923077,26,1729.0092070102692,204.07516265843802
spot_247,0.0,0.05263157894736842,0.2631578947368421,0.42105263157894735,0.0,0.2631578947368421,19,1829.0092070102692,204.07516265843802
spot_248,0.0,0.0,0.07142857142857142,0.5714285714285714,0.0,0.35714285714285715,14,1929.0092070102692,204.07516265843802
spot_249,0.0,0.0,0.0,0.42857142857142855,0.0,0.5714285714285714,7,2029.0092070102692,204.07516265843802
spot_250,0.23809523809523808,0.19047619047619047,0.09523809523809523,0.23809523809523808,0.0,0.23809523809523808,21,2129.009207010269,204.07516265843802
spot_251,0.09090909090909091,0.45454545454545453,0.13636363636363635,0.18181818181818182,0.0,0.13636363636363635,22,2229.009207010269,204.07516265843802
spot_346,0.0,0.0,0.0,0.5,0.0,0.5,4,279.00920701026917,290.6777030368819
spot_347,0.0,0.75,0.0,0.0,0.0,0.25,4,379.00920701026917,290.6777030368819
spot_349,0.0,0.2,0.4,0.0,0.0,0.4,5,579.0092070102692,290.6777030368819
spot_350,0.0,0.3125,0.1875,0.3125,0.0,0.1875,16,679.0092070102692,290.6777030368819
spot_351,0.0,0.5319148936170213,0.14893617021276595,0.19148936170212766,0.0,0.1276595744680851,47,779.0092070102692,290.6777030368819
spot_352,0.0784313725490196,0.5294117647058824,0.29411764705882354,0.0196078431372549,0.0,0.0784313725490196,51,879.0092070102692,290.6777030368819
spot_353,0.3055555555555556,0.19444444444444445,0.2777777777777778,0.1111111111111111,0.0,0.1111111111111111,36,979.0092070102692,290.6777030368819
spot_354,0.12,0.08,0.4,0.28,0.0,0.12,25,1079.0092070102692,290.6777030368819
spot_355,0.0,0.1,0.05,0.2,0.0,0.65,20,1179.0092070102692,290.6777030368819
spot_356,0.08163265306122448,0.5102040816326531,0.2857142857142857,0.061224489795918366,0.0,0.061224489795918366,49,1279.0092070102692,290.6777030368819
spot_357,0.047619047619047616,0.5476190476190477,0.21428571428571427,0.07142857142857142,0.0,0.11904761904761904,42,1379.0092070102692,290.6777030368819
spot_358,0.05454545454545454,0.6909090909090909,0.18181818181818182,0.0,0.0,0.07272727272727272,55,1479.0092070102692,290.6777030368819
spot_359,0.037037037037037035,0.18518518518518517,0.37037037037037035,0.2222222222222222,0.0,0.18518518518518517,27,1579.0092070102692,290.6777030368819
spot_360,0.0,0.25,0.08333333333333333,0.3333333333333333,0.0,0.3333333333333333,12,1679.0092070102692,290.6777030368819
spot_361,0.11363636363636363,0.5227272727272727,0.22727272727272727,0.11363636363636363,0.0,0.022727272727272728,44,1779.0092070102692,290.6777030368819
spot_362,0.21428571428571427,0.2619047619047619,0.16666666666666666,0.2619047619047619,0.0,0.09523809523809523,42,1879.0092070102692,290.6777030368819
spot_363,0.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.0,0.42857142857142855,14,1979.0092070102692,290.6777030368819
spot_364,0.0,0.09090909090909091,0.18181818181818182,0.3181818181818182,0.0,0.4090909090909091,22,2079.009207010269,290.6777030368819
spot_365,0.0,0.16666666666666666,0.05555555555555555,0.3333333333333333,0.0,0.4444444444444444,18,2179.009207010269,290.6777030368819
spot_366,0.0,0.1,0.1,0.4,0.0,0.4,10,2279.009207010269,290.6777030368819
spot_461,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.3333333333333333,6,329.00920701026917,377.28024341532574
spot_462,0.0,0.2,0.0,0.0,0.0,0.8,5,429.00920701026917,377.28024341532574
spot_463,0.0,0.3333333333333333,0.23809523809523808,0.19047619047619047,0.0,0.23809523809523808,21,529.0092070102692,377.28024341532574
spot_464,0.05405405405405406,0.4864864864864865,0.21621621621621623,0.08108108108108109,0.0,0.16216216216216217,37,629.0092070102692,377.28024341532574
spot_465,0.1568627450980392,0.27450980392156865,0.37254901960784315,0.11764705882352941,0.0,0.0784313725490196,51,729.0092070102692,377.28024341532574
spot_467,0.0,0.125,0.0,0.25,0.0,0.625,8,929.0092070102692,377.28024341532574
spot_468,0.029411764705882353,0.2647058823529412,0.23529411764705882,0.4117647058823529,0.0,0.058823529411764705,34,1029.0092070102692,377.28024341532574
spot_469,0.0,0.17391304347826086,0.391304347826087,0.17391304347826086,0.0,0.2608695652173913,23,1129.0092070102692,377.28024341532574
spot_470,0.02127659574468085,0.44680851063829785,0.3617021276595745,0.0851063829787234,0.0,0.0851063829787234,47,1229.0092070102692,377.28024341532574
spot_471,0.1,0.66,0.12,0.0,0.0,0.12,50,1329.0092070102692,377.28024341532574
spot_472,0.4,0.26666666666666666,0.13333333333333333,0.15555555555555556,0.0,0.044444444444444446,45,1429.0092070102692,377.28024341532574
spot_473,0.9183673469387755,0.061224489795918366,0.02040816326530612,0.0,0.0,0.0,49,1529.0092070102692,377.28024341532574
spot_474,0.32558139534883723,0.3953488372093023,0.23255813953488372,0.023255813953488372,0.0,0.023255813953488372,43,1629.0092070102692,377.28024341532574
spot_475,0.05263157894736842,0.42105263157894735,0.3157894736842105,0.10526315789473684,0.0,0.10526315789473684,19,1729.0092070102692,377.28024341532574
spot_476,0.0,0.0,0.09090909090909091,0.6363636363636364,0.0,0.2727272727272727,11,1829.0092070102692,377.28024341532574
spot_478,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,3,2029.0092070102692,377.28024341532574
spot_479,0.0,0.0,0.2,0.4,0.0,0.4,5,2129.009207010269,377.28024341532574
spot_480,0.0,0.0,0.18181818181818182,0.45454545454545453,0.0,0.36363636363636365,11,2229.009207010269,377.28024341532574
spot_576,0.0,0.3,0.1,0.0,0.0,0.6,10,379.00920701026917,463.8827837937696
spot_577,0.02857142857142857,0.37142857142857144,0.17142857142857143,0.34285714285714286,0.0,0.08571428571428572,35,479.00920701026917,463.8827837937696
spot_578,0.0784313725490196,0.6274509803921569,0.1568627450980392,0.0392156862745098,0.0,0.09803921568627451,51,579.0092070102692,463.8827837937696
spot_579,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.3684210526315789,0.0,0.15789473684210525,19,679.0092070102692,463.8827837937696
spot_580,0.08333333333333333,0.25,0.08333333333333333,0.3333333333333333,0.0,0.25,12,779.0092070102692,463.8827837937696
spot_581,0.13157894736842105,0.42105263157894735,0.15789473684210525,0.18421052631578946,0.0,0.10526315789473684,38,879.0092070102692,463.8827837937696
spot_582,0.022222222222222223,0.5111111111111111,0.35555555555555557,0.08888888888888889,0.0,0.022222222222222223,45,979.0092070102692,463.8827837937696
spot_583,0.0,0.14285714285714285,0.19047619047619047,0.38095238095238093,0.0,0.2857142857142857,21,1079.0092070102692,463.8827837937696
spot_584,0.017543859649122806,0.6842105263157895,0.2631578947368421,0.0,0.0,0.03508771929824561,57,1179.0092070102692,463.8827837937696
spot_585,0.3076923076923077,0.34615384615384615,0.21153846153846154,0.057692307692307696,0.0,0.07692307692307693,52,1279.0092070102692,463.8827837937696
spot_586,0.9032258064516129,0.016129032258064516,0.08064516129032258,0.0,0.0,0.0,62,1379.0092070102692,463.8827837937696
spot_587,0.8936170212765957,0.0425531914893617,0.06382978723404255,0.0,0.0,0.0,47,1479.0092070102692,463.8827837937696
spot_588,0.8636363636363636,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.0,0.0,44,1579.0092070102692,463.8827837937696
spot_589,0.0,0.0,0.22727272727272727,0.36363636363636365,0.0,0.4090909090909091,22,1679.0092070102692,463.8827837937696
spot_590,0.0,0.0,0.125,0.25,0.0,0.625,8,1779.0092070102692,463.8827837937696
spot_591,0.0,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.0,0.47058823529411764,17,1879.0092070102692,463.8827837937696
spot_592,0.0,0.16666666666666666,0.16666666666666666,0.5833333333333334,0.0,0.08333333333333333,12,1979.0092070102692,463.8827837937696
spot_593,0.0,0.24242424242424243,0.42424242424242425,0.030303030303030304,0.0,0.30303030303030304,33,2079.009207010269,463.8827837937696
spot_594,0.0,0.17647058823529413,0.4117647058823529,0.0,0.0,0.4117647058823529,17,2179.009207010269,463.8827837937696
spot_595,0.0,0.045454545454545456,0.6363636363636364,0.13636363636363635,0.0,0.18181818181818182,22,2279.009207010269,463.8827837937696
spot_687,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,3,29.009207010269165,550.4853241722135
spot_688,0.0,0.0,0.0,0.0,0.0,1.0,3,129.00920701026917,550.4853241722135
spot_689,0.0,0.0,0.2,0.0,0.0,0.8,5,229.00920701026917,550.4853241722135
spot_690,0.0,0.15789473684210525,0.21052631578947367,0.3684210526315789,0.0,0.2631578947368421,19,329.00920701026917,550.4853241722135
spot_691,0.15384615384615385,0.5769230769230769,0.15384615384615385,0.0,0.0,0.11538461538461539,52,429.00920701026917,550.4853241722135
spot_692,0.15789473684210525,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.0,0.15789473684210525,38,529.0092070102692,550.4853241722135
spot_693,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,3,629.0092070102692,550.4853241722135
spot_694,0.125,0.1875,0.25,0.375,0.0,0.0625,16,729.0092070102692,550.4853241722135
spot_695,0.0,0.15384615384615385,0.38461538461538464,0.38461538461538464,0.0,0.07692307692307693,13,829.0092070102692,550.4853241722135
spot_696,0.043478260869565216,0.6956521739130435,0.15217391304347827,0.06521739130434782,0.0,0.043478260869565216,46,929.0092070102692,550.4853241722135
spot_697,0.0,0.45161290322580644,0.22580645161290322,0.0967741935483871,0.0,0.22580645161290322,31,1029.0092070102692,550.4853241722135
spot_698,0.11475409836065574,0.5737704918032787,0.2786885245901639,0.0,0.0,0.03278688524590164,61,1129.0092070102692,550.4853241722135
spot_699,0.8333333333333334,0.10416666666666667,0.020833333333333332,0.041666666666666664,0.0,0.0,48,1229.0092070102692,550.4853241722135
spot_700,0.9838709677419355,0.0,0.016129032258064516,0.0,0.0,0.0,62,1329.0092070102692,550.4853241722135
spot_701,0.9272727272727272,0.05454545454545454,0.01818181818181818,0.0,0.0,0.0,55,1429.0092070102692,550.4853241722135
spot_702,0.2894736842105263,0.21052631578947367,0.13157894736842105,0.13157894736842105,0.0,0.23684210526315788,38,1529.0092070102692,550.4853241722135
spot_703,0.0,0.0,0.42857142857142855,0.0,0.0,0.5714285714285714,7,1629.0092070102692,550.4853241722135
spot_704,0.0,0.0,0.0,0.6,0.0,0.4,5,1729.0092070102692,550.4853241722135
spot_705,0.0,0.05263157894736842,0.0,0.3684210526315789,0.0,0.5789473684210527,19,1829.0092070102692,550.4853241722135
spot_706,0.0,0.0,0.125,0.75,0.0,0.125,8,1929.0092070102692,550.4853241722135
spot_707,0.0,0.0,0.0,0.5,0.0,0.5,4,2029.0092070102692,550.4853241722135
spot_708,0.0,0.23076923076923078,0.6153846153846154,0.0,0.0,0.15384615384615385,13,2129.009207010269,550.4853241722135
spot_709,0.0,0.45454545454545453,0.2727272727272727,0.0,0.0,0.2727272727272727,11,2229.009207010269,550.4853241722135
spot_803,0.0,0.0,0.0,0.14285714285714285,0.0,0.8571428571428571,7,179.00920701026917,637.0878645506574
spot_805,0.20512820512820512,0.358974358974359,0.15384615384615385,0.1282051282051282,0.0,0.15384615384615385,39,379.00920701026917,637.0878645506574
spot_807,0.0,0.1111111111111111,0.3333333333333333,0.3888888888888889,0.0,0.16666666666666666,18,579.0092070102692,637.0878645506574
spot_808,0.13333333333333333,0.36666666666666664,0.2,0.16666666666666666,0.0,0.13333333333333333,30,679.0092070102692,637.0878645506574
spot_809,0.0967741935483871,0.2903225806451613,0.25806451612903225,0.22580645161290322,0.0,0.12903225806451613,31,779.0092070102692,637.0878645506574
spot_810,0.0,0.16666666666666666,0.16666666666666666,0.26666666666666666,0.0,0.4,30,879.0092070102692,637.0878645506574
spot_811,0.0,0.18181818181818182,0.2727272727272727,0.45454545454545453,0.0,0.09090909090909091,11,979.0092070102692,637.0878645506574
spot_812,0.0,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.0,0.15789473684210525,19,1079.0092070102692,637.0878645506574
spot_813,0.0,0.13636363636363635,0.22727272727272727,0.4090909090909091,0.0,0.22727272727272727,22,1179.0092070102692,637.0878645506574
spot_814,0.0,0.12121212121212122,0.2727272727272727,0.2727272727272727,0.0,0.3333333333333333,33,1279.0092070102692,637.0878645506574
spot_815,0.0,0.25,0.225,0.125,0.0,0.4,40,1379.0092070102692,637.0878645506574
spot_816,0.0,0.3548387096774194,0.3225806451612903,0.06451612903225806,0.0,0.25806451612903225,31,1479.0092070102692,637.0878645506574
spot_817,0.0,0.26666666666666666,0.4666666666666667,0.1,0.0,0.16666666666666666,30,1579.0092070102692,637.0878645506574
spot_818,0.0,0.0,0.0,1.0,0.0,0.0,3,1679.0092070102692,637.0878645506574
spot_819,0.0,0.2777777777777778,0.16666666666666666,0.2777777777777778,0.0,0.2777777777777778,18,1779.0092070102692,637.0878645506574
spot_820,0.0,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.0,0.38461538461538464,13,1879.0092070102692,637.0878645506574
spot_821,0.0,0.125,0.25,0.0,0.0,0.625,8,1979.0092070102692,637.0878645506574
spot_822,0.0,0.07142857142857142,0.6428571428571429,0.0,0.0,0.2857142857142857,14,2079.009207010269,637.0878645506574
spot_823,0.0,0.0,0.11538461538461539,0.07692307692307693,0.0,0.8076923076923077,26,2179.009207010269,637.0878645506574
spot_824,0.0,0.0,0.5454545454545454,0.18181818181818182,0.0,0.2727272727272727,11,2279.009207010269,637.0878645506574
spot_917,0.0,0.25,0.0,0.0,0.0,0.75,4,129.00920701026917,723.6904049291013
spot_918,0.0,0.0,0.0,0.6,0.0,0.4,5,229.00920701026917,723.6904049291013
spot_919,0.14285714285714285,0.07142857142857142,0.32142857142857145,0.39285714285714285,0.0,0.07142857142857142,28,329.00920701026917,723.6904049291013
spot_920,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,3,429.00920701026917,723.6904049291013
spot_921,0.058823529411764705,0.2647058823529412,0.23529411764705882,0.2647058823529412,0.0,0.17647058823529413,34,529.0092070102692,723.6904049291013
spot_922,0.0,0.0,0.25,0.75,0.0,0.0,4,629.0092070102692,723.6904049291013
spot_923,0.05263157894736842,0.21052631578947367,0.3157894736842105,0.21052631578947367,0.0,0.21052631578947367,19,729.0092070102692,723.6904049291013
spot_924,0.4230769230769231,0.038461538461538464,0.038461538461538464,0.23076923076923078,0.0,0.2692307692307692,26,829.0092070102692,723.6904049291013
spot_925,0.13333333333333333,0.1,0.26666666666666666,0.23333333333333334,0.0,0.26666666666666666,30,929.0092070102692,723.6904049291013
spot_926,0.08695652173913043,0.30434782608695654,0.30434782608695654,0.08695652173913043,0.0,0.21739130434782608,23,1029.0092070102692,723.6904049291013
spot_927,0.0,0.0,0.1111111111111111,0.6666666666666666,0.0,0.2222222222222222,18,1129.0092070102692,723.6904049291013
spot_928,0.0,0.0,0.125,0.375,0.0,0.5,8,1229.0092070102692,723.6904049291013
spot_929,0.0,0.2222222222222222,0.2777777777777778,0.2777777777777778,0.0,0.2222222222222222,18,1329.0092070102692,723.6904049291013
spot_930,0.0,0.15384615384615385,0.3076923076923077,0.3076923076923077,0.0,0.23076923076923078,13,1429.0092070102692,723.6904049291013
spot_931,0.0,0.35714285714285715,0.14285714285714285,0.14285714285714285,0.0,0.35714285714285715,28,1529.0092070102692,723.6904049291013
spot_932,0.0,0.1,0.5,0.1,0.0,0.3,10,1629.0092070102692,723.6904049291013
spot_933,0.0,0.0,0.125,0.5,0.0,0.375,8,1729.0092070102692,723.6904049291013
spot_934,0.0,0.4,0.2,0.0,0.0,0.4,10,1829.0092070102692,723.6904049291013
spot_935,0.0,0.25,0.5,0.0,0.0,0.25,12,1929.0092070102692,723.6904049291013
spot_936,0.0,0.4117647058823529,0.23529411764705882,0.0,0.0,0.35294117647058826,17,2029.0092070102692,723.6904049291013
spot_937,0.0,0.0,0.4166666666666667,0.08333333333333333,0.0,0.5,12,2129.009207010269,723.6904049291013
spot_938,0.0,0.07692307692307693,0.38461538461538464,0.07692307692307693,0.3076923076923077,0.15384615384615385,13,2229.009207010269,723.6904049291013
spot_1031,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.75,12,79.00920701026917,810.2929453075452
spot_1032,0.08333333333333333,0.5,0.1111111111111111,0.19444444444444445,0.0,0.1111111111111111,36,179.00920701026917,810.2929453075452
spot_1033,0.0,0.04,0.36,0.6,0.0,0.0,25,279.00920701026917,810.2929453075452
spot_1034,0.06451612903225806,0.03225806451612903,0.12903225806451613,0.7096774193548387,0.0,0.06451612903225806,31,379.00920701026917,810.2929453075452
spot_1035,0.041666666666666664,0.041666666666666664,0.25,0.4166666666666667,0.0,0.25,24,479.00920701026917,810.2929453075452
spot_1036,0.0,0.10344827586206896,0.3103448275862069,0.3793103448275862,0.0,0.20689655172413793,29,579.0092070102692,810.2929453075452
spot_1037,0.5121951219512195,0.0975609756097561,0.12195121951219512,0.0975609756097561,0.024390243902439025,0.14634146341463414,41,679.0092070102692,810.2929453075452
spot_1038,0.8867924528301887,0.05660377358490566,0.05660377358490566,0.0,0.0,0.0,53,779.0092070102692,810.2929453075452
spot_1039,0.9387755102040817,0.04081632653061224,0.02040816326530612,0.0,0.0,0.0,49,879.0092070102692,810.2929453075452
spot_1040,0.07692307692307693,0.2692307692307692,0.3076923076923077,0.11538461538461539,0.0,0.23076923076923078,26,979.0092070102692,810.2929453075452
spot_1041,0.0,0.38461538461538464,0.07692307692307693,0.23076923076923078,0.0,0.3076923076923077,13,1079.0092070102692,810.2929453075452
spot_1042,0.0,0.6792452830188679,0.1320754716981132,0.07547169811320754,0.0,0.11320754716981132,53,1179.0092070102692,810.2929453075452
spot_1043,0.037037037037037035,0.37037037037037035,0.2222222222222222,0.07407407407407407,0.0,0.2962962962962963,27,1279.0092070102692,810.2929453075452
spot_1044,0.05,0.55,0.15,0.15,0.0,0.1,20,1379.0092070102692,810.2929453075452
spot_1045,0.0,0.14285714285714285,0.09523809523809523,0.42857142857142855,0.0,0.3333333333333333,21,1479.0092070102692,810.2929453075452
spot_1046,0.0,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.0,0.5384615384615384,13,1579.0092070102692,810.2929453075452
spot_1047,0.0,0.13636363636363635,0.45454545454545453,0.13636363636363635,0.0,0.2727272727272727,22,1679.0092070102692,810.2929453075452
spot_1048,0.0,0.13333333333333333,0.4,0.0,0.0,0.4666666666666667,15,1779.0092070102692,810.2929453075452
spot_1049,0.0,0.35714285714285715,0.5,0.0,0.0,0.14285714285714285,14,1879.0092070102692,810.2929453075452
spot_1050,0.0,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.0,0.35714285714285715,14,1979.0092070102692,810.2929453075452
spot_1051,0.0,0.2,0.4,0.0,0.0,0.4,15,2079.009207010269,810.2929453075452
spot_1052,0.0,0.0,0.2,0.1,0.6,0.1,10,2179.009207010269,810.2929453075452
spot_1053,0.0,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.08333333333333333,12,2279.009207010269,810.2929453075452
spot_1145,0.0,0.09090909090909091,0.22727272727272727,0.22727272727272727,0.0,0.45454545454545453,22,29.009207010269165,896.8954856859891
spot_1146,0.0,0.0,0.0,0.5,0.0,0.5,6,129.00920701026917,896.8954856859891
spot_1147,0.06451612903225806,0.16129032258064516,0.12903225806451613,0.3548387096774194,0.0,0.2903225806451613,31,229.00920701026917,896.8954856859891
spot_1148,0.041666666666666664,0.0,0.16666666666666666,0.4166666666666667,0.0,0.375,24,329.00920701026917,896.8954856859891
spot_1149,0.0,0.07142857142857142,0.35714285714285715,0.25,0.0,0.32142857142857145,28,429.00920701026917,896.8954856859891
spot_1150,0.5238095238095238,0.09523809523809523,0.21428571428571427,0.023809523809523808,0.0,0.14285714285714285,42,529.0092070102692,896.8954856859891
spot_1151,0.9137931034482759,0.034482758620689655,0.05172413793103448,0.0,0.0,0.0,58,629.0092070102692,896.8954856859891
spot_1152,0.9019607843137255,0.0,0.09803921568627451,0.0,0.0,0.0,51,729.0092070102692,896.8954856859891
spot_1153,0.2413793103448276,0.034482758620689655,0.2413793103448276,0.3103448275862069,0.0,0.1724137931034483,29,829.0092070102692,896.8954856859891
spot_1154,0.043478260869565216,0.34782608695652173,0.13043478260869565,0.21739130434782608,0.0,0.2608695652173913,23,929.0092070102692,896.8954856859891
spot_1156,0.7142857142857143,0.17857142857142858,0.08928571428571429,0.0,0.0,0.017857142857142856,56,1129.0092070102692,896.8954856859891
spot_1157,0.74,0.26,0.0,0.0,0.0,0.0,50,1229.0092070102692,896.8954856859891
spot_1158,0.3125,0.3125,0.1875,0.03125,0.0,0.15625,32,1329.0092070102692,896.8954856859891
spot_1159,0.0,0.125,0.3333333333333333,0.2916666666666667,0.0,0.25,24,1429.0092070102692,896.8954856859891
spot_1160,0.0,0.058823529411764705,0.47058823529411764,0.23529411764705882,0.0,0.23529411764705882,17,1529.0092070102692,896.8954856859891
spot_1161,0.0,0.19230769230769232,0.4230769230769231,0.11538461538461539,0.0,0.2692307692307692,26,1629.0092070102692,896.8954856859891
spot_1162,0.0,0.21052631578947367,0.7894736842105263,0.0,0.0,0.0,19,1729.0092070102692,896.8954856859891
spot_1163,0.0,0.12,0.64,0.0,0.0,0.24,25,1829.0092070102692,896.8954856859891
spot_1164,0.0,0.26666666666666666,0.5333333333333333,0.0,0.13333333333333333,0.06666666666666667,15,1929.0092070102692,896.8954856859891
spot_1165,0.0,0.0,0.875,0.0,0.0,0.125,8,2029.0092070102692,896.8954856859891
spot_1166,0.0,0.1111111111111111,0.0,0.3333333333333333,0.4444444444444444,0.1111111111111111,9,2129.009207010269,896.8954856859891
spot_1167,0.0,0.2,0.3,0.0,0.4,0.1,10,2229.009207010269,896.8954856859891
spot_1260,0.047619047619047616,0.23809523809523808,0.3333333333333333,0.19047619047619047,0.0,0.19047619047619047,21,79.00920701026917,983.498026064433
spot_1261,0.06451612903225806,0.16129032258064516,0.0967741935483871,0.41935483870967744,0.0,0.25806451612903225,31,179.00920701026917,983.498026064433
spot_1262,0.11538461538461539,0.28846153846153844,0.38461538461538464,0.057692307692307696,0.019230769230769232,0.1346153846153846,52,279.00920701026917,983.498026064433
spot_1263,0.46,0.08,0.14,0.12,0.0,0.2,50,379.00920701026917,983.498026064433
spot_1264,0.7192982456140351,0.17543859649122806,0.08771929824561403,0.0,0.0,0.017543859649122806,57,479.00920701026917,983.498026064433
